Id_Encuesta;Actividad;Mz;Act_Cod;Reg;A1;A2_1;A3_1;A2_2;A3_2;A4_1;A4_2;A5;A5_8e;A6_1p;A6_2p;A7;A8;A8_Imp;A9_1;A9_1_Imp;A9_2;A9_2_Imp;A9_3;A9_3_Imp;A9_4;A9_4_Imp;A9_5;A9_5_Imp;A9_6;A9_6_Imp;A9_7;A9_7_Imp;A9_8;A9_8_Imp;A9_9;A9_9_Imp;A9_10;A9_10_Imp;A9_11;A9_11_Imp;A9_12;A9_12_Imp;A10;A10_Imp;A11_1;A11_1_Imp;A11_2;A11_2_Imp;A11_3;A11_3_Imp;A11_4;A11_4_Imp;A11_5;A11_5_Imp;A11_6;A11_6_Imp;A11_7;A11_7_Imp;A11_8;A11_8_Imp;B1_1_1t;B1_1_1t_Imp;B1_1_2t;B1_1_2t_Imp;B1_1_3t;B1_1_3t_Imp;B1_1_4t;B1_1_4t_Imp;B1_2_1t;B1_2_1t_Imp;B1_2_2t;B1_2_2t_Imp;B1_2_3t;B1_2_3t_Imp;B1_2_4t;B1_2_4t_Imp;B1_3_1t;B1_3_1t_Imp;B1_3_2t;B1_3_2t_Imp;B1_3_3t;B1_3_3t_Imp;B1_3_4t;B1_3_4t_Imp;B2_1_1h;B2_1_1h_Imp;B2_1_1m;B2_1_1m_Imp;B2_1_2h;B2_1_2h_Imp;B2_1_2m;B2_1_2m_Imp;B2_1_3h;B2_1_3h_Imp;B2_1_3m;B2_1_3m_Imp;B2_1_4h;B2_1_4h_Imp;B2_1_4m;B2_1_4m_Imp;B2_2_1h;B2_2_1h_Imp;B2_2_1m;B2_2_1m_Imp;B2_2_2h;B2_2_2h_Imp;B2_2_2m;B2_2_2m_Imp;B2_2_3h;B2_2_3h_Imp;B2_2_3m;B2_2_3m_Imp;B2_2_4h;B2_2_4h_Imp;B2_2_4m;B2_2_4m_Imp;B2_3_1h;B2_3_1h_Imp;B2_3_1m;B2_3_1m_Imp;B2_3_2h;B2_3_2h_Imp;B2_3_2m;B2_3_2m_Imp;B2_3_3h;B2_3_3h_Imp;B2_3_3m;B2_3_3m_Imp;B2_3_4h;B2_3_4h_Imp;B2_3_4m;B2_3_4m_Imp;B2_4_1h;B2_4_1h_Imp;B2_4_1m;B2_4_1m_Imp;B2_4_2h;B2_4_2h_Imp;B2_4_2m;B2_4_2m_Imp;B2_4_3h;B2_4_3h_Imp;B2_4_3m;B2_4_3m_Imp;B2_4_4h;B2_4_4h_Imp;B2_4_4m;B2_4_4m_Imp;B2_5_1h;B2_5_1h_Imp;B2_5_1m;B2_5_1m_Imp;B2_5_2h;B2_5_2h_Imp;B2_5_2m;B2_5_2m_Imp;B2_5_3h;B2_5_3h_Imp;B2_5_3m;B2_5_3m_Imp;B2_5_4h;B2_5_4h_Imp;B2_5_4m;B2_5_4m_Imp;B3_1_1h;B3_1_1h_Imp;B3_1_1m;B3_1_1m_Imp;B3_1_2h;B3_1_2h_Imp;B3_1_2m;B3_1_2m_Imp;B3_1_3h;B3_1_3h_Imp;B3_1_3m;B3_1_3m_Imp;B3_1_4h;B3_1_4h_Imp;B3_1_4m;B3_1_4m_Imp;B3_2_1h;B3_2_1h_Imp;B3_2_1m;B3_2_1m_Imp;B3_2_2h;B3_2_2h_Imp;B3_2_2m;B3_2_2m_Imp;B3_2_3h;B3_2_3h_Imp;B3_2_3m;B3_2_3m_Imp;B3_2_4h;B3_2_4h_Imp;B3_2_4m;B3_2_4m_Imp;B3_3_1h;B3_3_1h_Imp;B3_3_1m;B3_3_1m_Imp;B3_3_2h;B3_3_2h_Imp;B3_3_2m;B3_3_2m_Imp;B3_3_3h;B3_3_3h_Imp;B3_3_3m;B3_3_3m_Imp;B3_3_4h;B3_3_4h_Imp;B3_3_4m;B3_3_4m_Imp;B4_1_1h;B4_1_1h_Imp;B4_1_1m;B4_1_1m_Imp;B4_1_2h;B4_1_2h_Imp;B4_1_2m;B4_1_2m_Imp;B4_1_3h;B4_1_3h_Imp;B4_1_3m;B4_1_3m_Imp;B4_1_4h;B4_1_4h_Imp;B4_1_4m;B4_1_4m_Imp;B4_2_1h;B4_2_1h_Imp;B4_2_1m;B4_2_1m_Imp;B4_2_2h;B4_2_2h_Imp;B4_2_2m;B4_2_2m_Imp;B4_2_3h;B4_2_3h_Imp;B4_2_3m;B4_2_3m_Imp;B4_2_4h;B4_2_4h_Imp;B4_2_4m;B4_2_4m_Imp;B4_3_1h;B4_3_1h_Imp;B4_3_1m;B4_3_1m_Imp;B4_3_2h;B4_3_2h_Imp;B4_3_2m;B4_3_2m_Imp;B4_3_3h;B4_3_3h_Imp;B4_3_3m;B4_3_3m_Imp;B4_3_4h;B4_3_4h_Imp;B4_3_4m;B4_3_4m_Imp;B4_4_1h;B4_4_1h_Imp;B4_4_1m;B4_4_1m_Imp;B4_4_2h;B4_4_2h_Imp;B4_4_2m;B4_4_2m_Imp;B4_4_3h;B4_4_3h_Imp;B4_4_3m;B4_4_3m_Imp;B4_4_4h;B4_4_4h_Imp;B4_4_4m;B4_4_4m_Imp;B5_1_1h;B5_1_1h_Imp;B5_1_1m;B5_1_1m_Imp;B5_1_2h;B5_1_2h_Imp;B5_1_2m;B5_1_2m_Imp;B5_1_3h;B5_1_3h_Imp;B5_1_3m;B5_1_3m_Imp;B5_1_4h;B5_1_4h_Imp;B5_1_4m;B5_1_4m_Imp;B5_2_1h;B5_2_1h_Imp;B5_2_1m;B5_2_1m_Imp;B5_2_2h;B5_2_2h_Imp;B5_2_2m;B5_2_2m_Imp;B5_2_3h;B5_2_3h_Imp;B5_2_3m;B5_2_3m_Imp;B5_2_4h;B5_2_4h_Imp;B5_2_4m;B5_2_4m_Imp;B5_3_1h;B5_3_1h_Imp;B5_3_1m;B5_3_1m_Imp;B5_3_2h;B5_3_2h_Imp;B5_3_2m;B5_3_2m_Imp;B5_3_3h;B5_3_3h_Imp;B5_3_3m;B5_3_3m_Imp;B5_3_4h;B5_3_4h_Imp;B5_3_4m;B5_3_4m_Imp;B5_4_1h;B5_4_1h_Imp;B5_4_1m;B5_4_1m_Imp;B5_4_2h;B5_4_2h_Imp;B5_4_2m;B5_4_2m_Imp;B5_4_3h;B5_4_3h_Imp;B5_4_3m;B5_4_3m_Imp;B5_4_4h;B5_4_4h_Imp;B5_4_4m;B5_4_4m_Imp;B5_5_1h;B5_5_1h_Imp;B5_5_1m;B5_5_1m_Imp;B5_5_2h;B5_5_2h_Imp;B5_5_2m;B5_5_2m_Imp;B5_5_3h;B5_5_3h_Imp;B5_5_3m;B5_5_3m_Imp;B5_5_4h;B5_5_4h_Imp;B5_5_4m;B5_5_4m_Imp;B6_1_1h;B6_1_1h_Imp;B6_1_1m;B6_1_1m_Imp;B6_1_2h;B6_1_2h_Imp;B6_1_2m;B6_1_2m_Imp;B6_1_3h;B6_1_3h_Imp;B6_1_3m;B6_1_3m_Imp;B6_1_4h;B6_1_4h_Imp;B6_1_4m;B6_1_4m_Imp;B6_2_1h;B6_2_1h_Imp;B6_2_1m;B6_2_1m_Imp;B6_2_2h;B6_2_2h_Imp;B6_2_2m;B6_2_2m_Imp;B6_2_3h;B6_2_3h_Imp;B6_2_3m;B6_2_3m_Imp;B6_2_4h;B6_2_4h_Imp;B6_2_4m;B6_2_4m_Imp;B6_3_1h;B6_3_1h_Imp;B6_3_1m;B6_3_1m_Imp;B6_3_2h;B6_3_2h_Imp;B6_3_2m;B6_3_2m_Imp;B6_3_3h;B6_3_3h_Imp;B6_3_3m;B6_3_3m_Imp;B6_3_4h;B6_3_4h_Imp;B6_3_4m;B6_3_4m_Imp;B6_4_1h;B6_4_1h_Imp;B6_4_1m;B6_4_1m_Imp;B6_4_2h;B6_4_2h_Imp;B6_4_2m;B6_4_2m_Imp;B6_4_3h;B6_4_3h_Imp;B6_4_3m;B6_4_3m_Imp;B6_4_4h;B6_4_4h_Imp;B6_4_4m;B6_4_4m_Imp;B6_5_1h;B6_5_1h_Imp;B6_5_1m;B6_5_1m_Imp;B6_5_2h;B6_5_2h_Imp;B6_5_2m;B6_5_2m_Imp;B6_5_3h;B6_5_3h_Imp;B6_5_3m;B6_5_3m_Imp;B6_5_4h;B6_5_4h_Imp;B6_5_4m;B6_5_4m_Imp;B7;B7_Imp;C1_1_1;C1_1_1_Imp;C1_1_2;C1_1_2_Imp;C1_1_3;C1_1_3_Imp;C1_1_4;C1_1_4_Imp;C1_2_1;C1_2_1_Imp;C1_2_2;C1_2_2_Imp;C1_2_3;C1_2_3_Imp;C1_2_4;C1_2_4_Imp;C1_3_1;C1_3_1_Imp;C1_3_2;C1_3_2_Imp;C1_3_3;C1_3_3_Imp;C1_3_4;C1_3_4_Imp;D1;D1_Imp;D2;D2_Imp;D2a;D2a_Imp;D2b;D2b_Imp;D3;D3_Imp;Ea1;Ea1_Imp;Ea2;Ea2_Imp;Ea3;Ea3_Imp;Eb1;Eb1_Imp;Eb2;Eb2_Imp;Eb3;Eb3_Imp;Eb4;Eb4_Imp;Eb5;Eb5_Imp;Ec1;Ec1_Imp;Ec2;Ec2_Imp;Ec3;Ec3_Imp;Ec4;Ec4_Imp;Ec5;Ec5_Imp;Ed1;Ed1_Imp;Ed2;Ed2_Imp;Ed3;Ed3_Imp;Ed4;Ed4_Imp;Ee1;Ee1_Imp;Ee2;Ee2_Imp;Ee3;Ee3_Imp;Ee4;Ee4_Imp;Ef1_1;Ef1_1_Imp;Ef1_2;Ef1_2_Imp;Ef1_3;Ef1_3_Imp;Ef1_4;Ef1_4_Imp;Ef2_1;Ef2_1_Imp;Ef2_2;Ef2_2_Imp;Ef2_3;Ef2_3_Imp;Ef2_4;Ef2_4_Imp;Ef3_1;Ef3_1_Imp;Ef3_2;Ef3_2_Imp;Ef3_3;Ef3_3_Imp;Ef3_4;Ef3_4_Imp;Ef4_1;Ef4_1_Imp;Ef4_2;Ef4_2_Imp;Ef4_3;Ef4_3_Imp;Ef4_4;Ef4_4_Imp;Ef5_1;Ef5_1_Imp;Ef5_2;Ef5_2_Imp;Ef5_3;Ef5_3_Imp;Ef5_4;Ef5_4_Imp;Ef6_1;Ef6_1_Imp;Ef6_2;Ef6_2_Imp;Ef6_3;Ef6_3_Imp;Ef6_4;Ef6_4_Imp;Ef7_1;Ef7_1_Imp;Ef7_2;Ef7_2_Imp;Ef7_3;Ef7_3_Imp;Ef7_4;Ef7_4_Imp;Ef8_1;Ef8_1_Imp;Ef8_2;Ef8_2_Imp;Ef8_3;Ef8_3_Imp;Ef8_4;Ef8_4_Imp;Ef9_1;Ef9_1_Imp;Ef9_2;Ef9_2_Imp;Ef9_3;Ef9_3_Imp;Ef9_4;Ef9_4_Imp;Ef10_1;Ef10_1_Imp;Ef10_2;Ef10_2_Imp;Ef10_3;Ef10_3_Imp;Ef10_4;Ef10_4_Imp;Ef11_1;Ef11_1_Imp;Ef11_2;Ef11_2_Imp;Ef11_3;Ef11_3_Imp;Ef11_4;Ef11_4_Imp;Eg1;Eg1_Imp;Eg2;Eg2_Imp;F1m;F1m_Imp;F1t;F1t_Imp;F2m;F2m_Imp;F2t;F2t_Imp;F3m;F3m_Imp;F3t;F3t_Imp;F4m;F4m_Imp;F4t;F4t_Imp;G1;G1_Imp;H1_1;H1_1_Imp;H1_1t;H1_1t_Imp;H1_2;H1_2_Imp;H1_2t;H1_2t_Imp;H2_1;H2_1_Imp;H2_2;H2_2_Imp;H2_3;H2_3_Imp;H2_4;H2_4_Imp;H2_5;H2_5_Imp;H2_6;H2_6_Imp;H2_7;H2_7_Imp;H2_8;H2_8_Imp;H2_9;H2_9_Imp;H3_1;H3_1_Imp;H3_2;H3_2_Imp;H3_3;H3_3_Imp;H3_4;H3_4_Imp;H3_5;H3_5_Imp;H3_6;H3_6_Imp;H3_7;H3_7_Imp;H3_8;H3_8_Imp;H3_9;H3_9_Imp;H3_10;H4_1v;H4_1v_Imp;H4_1d;H4_1d_Imp;H4_2v;H4_2v_Imp;H4_2d;H4_2d_Imp;H4_3v;H4_3v_Imp;H4_3d;H4_3d_Imp;H4_4v;H4_4v_Imp;H4_4d;H4_4d_Imp;H4_5v;H4_5v_Imp;H4_5d;H4_5d_Imp;H4_6v;H4_6v_Imp;H4_6d;H4_6d_Imp;H4_7;H4_8v;H4_8v_Imp;H4_8d;H4_8d_Imp;H5_1;H5_1_Imp;H5_2;H5_2_Imp;H5_3;H5_3_Imp;H5_4;H5_4_Imp;H5_5;H5_5_Imp;H5_6;H5_6_Imp;H5_7;H5_7_Imp;H5_8;H5_8_Imp;H5_9;H5_9_Imp;H5_10;H5_10_Imp;H5_11;H5_11_Imp;H5_12;H5_12_Imp;H5_9esp;H5_10esp;H5_11esp;Fexp
214;1;6;14;13;ALIMENTACION;RESTAURANT;100;;;;;6;;100;0;1;1997;1997;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;50;50;50;50;50;50;50;50;40;40;40;40;40;40;40;40;90;90;90;90;90;90;90;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;30;30;20;20;30;30;20;20;30;30;20;20;30;30;20;20;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;30;30;20;20;30;30;20;20;30;30;20;20;30;30;20;20;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;30;30;20;20;30;30;20;20;30;30;20;20;30;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;40;40;50;50;40;40;50;50;40;40;50;50;40;40;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1;1;10;10;11;11;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;150;40;40;0;0;1;1;540000000;540000000;20;20;0;0;1;1;540000000;540000000;20;20;0;0;1618000000;1618000000;19;19;18120000000;18120000000;21;21;0;0;0;0;0;0;110000000;110000000;0;0;0;0;0;0;0;0;110000000;110000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;UTILIDADES;0;0;;0;2500000000;2500000000;0;0;0;0;;0;0;84897893;;0;0;0;;0;0;0;;0;;2500000000;2584897893;0;0;200000000;200000000;0;0;0;0;0;0;1500000;1500000;200000000;200000000;0;0;0;0;0;0;0;0;0;0;401500000;401500000;;;;11,85000038
707;1;6;14;13;ALIMENTACION;RESTAURANT;100;;;EVENTOS;;2;;100;0;2;1993;1993;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;8;8;8;11;11;11;11;11;11;11;11;19;19;19;19;19;19;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;6;1;1;6;6;1;1;6;6;1;1;6;6;7;7;5;5;7;7;5;5;7;7;5;5;7;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;9;8;8;9;9;8;8;9;9;8;8;9;9;0;0;2;2;0;0;2;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;8;8;11;11;8;8;11;11;8;8;11;11;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;400;50;50;16000000;0;10;1;48000000;48000000;14;14;0;0;1;1;64000000;48000000;15;14;0;0;300000000;300000000;11;11;216000000;216000000;11;11;0;0;0;0;0;0;0;0;1500000;1500000;700000;700000;0;0;0;0;2200000;2200000;50;50;0;0;0;0;50;50;0;0;0;0;0;0;0;0;0;0;;1000000000;1000000000;7000000;7000000;500000000;500000000;0;0;0;0;;0;300000000;300000000;0;0;200000000;200000000;0;0;0;6093788;;0;;2000000000;2006093788;7000000;7000000;0;0;240000000;240000000;0;0;0;0;1600000;1600000;6000000;6000000;0;0;0;0;0;0;0;0;0;0;247600000;247600000;;;;5,781000137
708;1;6;14;13;ALIMENTACION;VENTA DE PIZZAS;80;COMPLEMENTO O ACOMPAÑAMIENTO (ALITAS POLLO, PATOS;20;;;5;;50;50;1;2002;2002;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;8;8;8;4;4;4;4;4;4;4;4;12;12;12;12;12;12;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;6;6;3;3;6;6;3;3;6;6;3;3;6;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;1;4;4;1;1;4;4;1;1;4;4;1;1;3;3;2;2;3;3;2;2;3;3;2;2;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;8;4;4;8;8;4;4;8;8;4;4;8;8;4;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;8;8;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;24;12;12;0;0;1;1;23000000;23000000;11;11;0;0;1;1;23000000;23000000;11;11;0;0;200000000;200000000;10;10;200000000;200000000;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;0;;0;0;0;;0;6400000;6400000;0;0;4500000;4500000;0;0;250000;250000;0;0;0;0;;0;;11150000;11150000;0;0;110400000;110400000;3000000;3000000;860000;860000;0;0;960000;960000;2500000;2500000;0;0;0;0;0;0;0;0;0;0;117720000;117720000;;;;24,48699951
709;1;6;14;13;ALIMENTACION;PIZZAS;90;BEBIDAS, EMPANADAS Y AGREGADOS;10;;;5;;50;50;2;2000;2000;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;8;8;8;8;8;8;8;8;6;6;6;6;6;6;6;6;14;14;14;14;14;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;7;7;5;5;7;7;5;5;7;7;5;5;7;7;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;2;4;4;2;2;4;4;2;2;4;4;2;2;8;8;6;6;8;8;6;6;8;8;6;6;8;8;6;6;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;14;14;100;100;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;999;242;999;56;0;0;1;1;99;126631200;99;17;0;0;1;1;99;126631200;99;17;0;0;310000000;310000000;12;12;310000000;310000000;12;12;1000000;1000000;0;0;1000000;1000000;0;0;0;0;0;0;0;0;0;0;2000000;2000000;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50000000;50000000;0;0;100000000;100000000;0;0;3000000;3000000;0;0;10000000;10000000;0;0;25000000;25000000;0;0;0;0;;0;;188000000;188000000;0;0;120000000;120000000;0;0;0;0;0;0;0;0;3000000;3000000;0;0;1000000;1000000;0;0;0;0;0;0;124000000;124000000;;;;24,48699951
710;1;6;14;13;ALIMENTACION;TRAGOS;60;VENTA ENTRADAS;40;SHOW;;2;;100;0;1;2000;2000;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;28;28;28;28;28;28;10;10;10;10;10;10;10;10;38;38;38;38;38;38;38;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;15;15;0;0;15;15;0;0;15;15;0;0;15;15;0;0;13;13;10;10;13;13;10;10;13;13;10;10;13;13;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;25;25;10;10;25;25;10;10;25;25;10;10;25;25;10;10;3;3;0;0;3;3;0;0;3;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26;10;10;26;26;10;10;26;26;10;10;26;26;10;10;2;2;0;0;2;2;0;0;2;2;0;0;2;2;0;0;28;28;10;10;28;28;10;10;28;28;10;10;28;28;10;10;40;40;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;7;7;7;7;7;7;7;7;1;1;1;1;38;38;100;100;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;190;90;90;0;0;1;1;99;215189411;99;19;0;0;1;1;99;215189411;99;19;25000000;25000000;99;2688403;1;1;99;987017238;99;16;99;34476298;99;2233841;99;11482544;99;8581774;99;1216608;99;411230;99;0;99;2315583;99;60717878;99;87;99;0;99;0;99;10;99;3;99;0;99;0;99;0;0;0;;99;1078494298;99;25481519;99;220012346;99;0;99;110666949;99;7847252;99;45772733;99;0;99;63434404;99;0;0;5825716;;0;;99;1524206446;99;33328771;99;89206293;99;18544331;99;26030360;99;394597;99;4690731;99;38945088;99;1237243;99;4402518;0;0;0;0;0;0;99;183451161;;;;7,222000122
