"","pond","id_bu","id_bu_encuesta","secu","estrato","encuesta","encuesta_a","encuesta_m","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_co","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_gu","eval_act_pol_1_hb","eval_act_pol_1_dv","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_p","eval_act_pol_17","eval_act_pol_18","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pp_congreso_61_b","religion_14","pobreza_68_e","ciudadania_16","ciudadania_33_a","ciudadania_33_b","ciudadania_33_c","ciudadania_33_d","ciudadania_33_e","ciudadania_33_f","ciudadania_33_g","ciudadania_33_h","ciudadania_33_i","ciudadania_33_k","ciudadania_33_j","ciudadania_33_l","ciudadania_33_m","ciudadania_34","bienestar_13_c","bienestar_13_h","bienestar_13_g","bienestar_13_f","info_enc_49","educacion_21","educacion_67","educacion_112_aleatorio_deck","educacion_112_deck_1","educacion_112_deck_2","educacion_112_deck_3","educacion_112_deck_4","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","educacion_113","educacion_114","educacion_106","salud_85","salud_86","salud_87","salud_88","seguridad_37_a","seguridad_37_b","seguridad_37_c","democracia_38","seguridad_38","seguridad_39_a","seguridad_39_b","seguridad_39_c","seguridad_40","seguridad_41_a","seguridad_41_b","ciudadania_31","rol_gobierno_27","seguridad_42_a","seguridad_42_b","seguridad_45","seguridad_46_a","seguridad_46_b","seguridad_46_c","seguridad_46_d","seguridad_47_a","seguridad_47_b","seguridad_47_c","seguridad_47_d","seguridad_49","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b","religion_82"
"1",0.49712611,"1-91",1,91300,26,91,2024,6,16,2,2,9,17,5,1,3,4,3,4,3,2,10,1,4,6,1,1,6,6,6,6,6,6,1,6,1,6,4,6,4,6,1,4,3,2,3,2,3,4,3,3,2,1,1,4,2,4,3,2,2,3,1,1,3,1,1,2,2,1,4,4,4,4,4,2,4,2,2,2,3,4,4,4,4,10,10,10,10,1,2,7,17,1,48,67,90,10,0,10,0,2,5,2,3,1,2,2,1,3,6,10,2,1,1,1,3,1,5,5,2,3,2,-8,NA,NA,NA,NA,NA,NA,NA,NA,3,18,NA,1,2,NA,2,32,1,2,NA,2,3,2,3,3,2,2
"2",0.76834941,"2-91",2,91149,20,91,2024,6,13,1,4,16,14,26,2,3,3,3,5,3,2,-8,1,3,1,1,4,2,2,6,6,2,6,2,2,6,6,3,2,4,2,2,3,9,7,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,1,3,2,4,5,5,4,4,3,2,4,4,4,5,4,5,3,1,10,10,10,10,1,3,2,5,12,34,58,77,0,0,0,10,3,5,2,3,1,1,5,1,9,4,1,2,1,1,1,1,3,1,1,2,3,3,1,4,5,2,4,NA,NA,NA,NA,4,11,NA,2,NA,2,2,39,4,2,NA,2,3,1,NA,2,2,-9
"3",0.86438958,"3-91",3,91149,20,91,2024,6,13,1,3,16,5,3,4,1,3,2,2,1,1,3,4,4,6,4,4,4,4,6,2,6,6,6,6,2,6,6,6,2,6,2,4,2,8,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,4,1,1,2,2,4,3,3,3,3,3,3,3,4,3,2,3,4,3,6,10,8,10,10,1,2,5,22,22,44,50,75,3,2,6,9,1,2,1,1,NA,2,6,6,3,9,5,1,2,2,1,2,1,2,4,2,2,2,1,3,3,4,4,NA,NA,NA,NA,6,9,NA,1,1,NA,1,46,1,2,NA,2,5,1,NA,1,3,11
"4",0.68842002,"4-91",4,91149,20,91,2024,6,13,1,3,10,14,1,5,1,3,2,4,1,1,1,5,3,6,4,4,4,4,3,6,3,6,6,6,2,3,1,6,1,6,2,3,4,8,3,3,3,4,4,3,4,3,4,2,4,1,4,4,2,3,3,2,3,4,1,1,3,1,2,1,4,2,3,4,1,4,4,5,2,2,2,4,3,10,10,10,10,1,2,6,3,2,47,56,95,8,0,8,0,1,2,1,1,NA,1,-8,9,2,4,2,5,4,2,4,3,1,5,5,2,2,2,-8,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,1,1,NA,1,41,1,2,NA,2,5,1,NA,2,7,1
"5",0.51977604,"5-91",5,91149,20,91,2024,6,13,1,3,10,5,9,2,3,4,3,5,3,2,8,1,1,6,1,2,1,2,6,-8,-8,6,6,-8,4,4,5,6,4,6,2,2,1,7,4,3,3,4,4,4,3,3,3,3,3,4,4,3,3,4,3,3,4,3,2,2,1,1,5,5,5,5,5,5,4,4,5,4,4,4,5,5,3,10,10,10,10,1,3,2,5,12,34,58,77,0,0,0,8,2,2,1,3,3,1,5,1,11,2,5,2,1,1,1,1,1,2,2,1,3,3,1,4,5,4,-8,NA,NA,NA,NA,6,10,NA,2,NA,2,2,53,1,1,5,2,4,2,0,8,5,2
"6",1.51679073,"6-91",6,91149,20,91,2024,6,13,1,3,1,3,14,2,3,2,-8,4,2,2,-9,2,5,6,6,-8,1,6,6,6,6,6,-8,6,-8,6,-8,6,2,6,6,4,2,6,4,3,1,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,-8,2,1,2,3,3,3,3,3,3,3,3,5,3,3,3,3,6,10,10,10,-8,2,NA,NA,15,9,31,64,79,5,-8,0,10,2,5,2,2,2,5,NA,6,1,11,10,7,1,1,1,1,1,2,3,2,3,3,1,-8,4,4,4,NA,NA,NA,NA,5,15,15,1,1,NA,1,55,1,2,NA,2,1,2,1,3,5,2
"7",0.22252486,"7-91",7,91070,8,91,2024,6,6,1,3,26,10,11,2,2,2,3,-8,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,-9,-9,-8,3,3,1,3,1,1,-9,4,1,4,-9,2,1,3,3,-9,-8,2,1,4,4,4,4,4,3,2,2,2,2,4,2,4,4,2,10,-7,10,-7,NA,NA,NA,20,18,46,65,87,10,1,9,4,4,5,1,3,3,1,3,1,2,7,10,5,4,4,4,1,1,5,1,2,3,3,2,NA,NA,NA,NA,2,1,2,4,6,15,15,1,1,NA,2,58,1,2,NA,2,2,1,NA,8,5,9
"8",1.08748366,"8-91",8,91300,26,91,2024,6,16,2,3,2,14,3,2,3,3,2,4,2,1,5,3,1,6,3,1,3,4,6,6,6,6,6,6,3,4,3,6,2,1,2,2,3,7,3,3,4,4,4,3,4,2,2,2,2,4,4,2,4,4,4,3,2,4,2,1,3,2,5,4,5,4,3,4,3,3,4,3,4,3,4,3,6,4,10,5,-7,NA,NA,NA,3,2,47,56,95,9,5,10,5,1,5,2,2,2,5,NA,2,4,6,8,4,1,1,1,2,3,5,3,2,3,3,2,NA,NA,NA,NA,2,2,2,5,1,15,15,1,1,NA,2,23,1,2,NA,2,6,2,6,1,5,9
"9",0.30777735,"9-91",9,91114,14,91,2024,6,9,1,2,8,10,5,3,1,4,1,5,1,1,5,4,5,3,3,4,3,5,4,1,4,6,6,6,3,4,1,4,1,3,1,2,2,6,1,1,3,4,2,4,4,2,2,4,1,2,4,3,2,2,1,1,2,4,1,1,3,1,4,2,4,4,4,3,3,2,3,4,3,3,2,2,6,10,10,-9,-7,NA,NA,NA,2,16,42,69,81,0,1,10,8,2,2,1,1,NA,4,NA,6,1,11,-9,2,1,1,1,3,1,-9,5,1,2,1,2,NA,NA,NA,NA,5,2,5,-9,4,1,NA,1,1,NA,2,51,1,2,NA,2,8,2,8,7,4,1
"10",0.64452053,"10-91",10,91114,14,91,2024,6,9,1,3,1,2,3,2,1,2,2,3,1,1,6,4,3,3,4,4,4,4,4,6,6,6,6,6,4,3,6,6,4,4,3,4,1,-9,2,2,2,3,3,3,3,3,4,-8,2,2,2,-8,2,2,3,-8,3,2,1,1,2,2,4,2,1,3,2,-8,2,2,2,-8,-8,4,3,2,6,8,6,10,-7,NA,NA,NA,22,22,44,50,75,2,3,5,2,2,4,2,3,3,2,2,2,4,9,-8,2,1,1,1,2,1,1,4,-9,3,3,-8,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,2,NA,2,85,1,2,NA,2,1,1,NA,7,2,1
"11",0.30222736,"11-91",11,91114,14,91,2024,6,9,1,3,8,3,4,4,2,3,2,3,3,1,-9,4,4,2,6,3,4,5,6,-8,6,6,6,6,6,6,6,6,1,6,6,4,8,1,4,4,4,4,4,4,4,4,4,4,-8,3,3,3,-8,-8,3,3,3,3,2,-8,2,2,4,4,-8,3,2,3,2,2,2,5,5,5,3,3,6,10,10,10,-7,NA,NA,NA,5,12,34,58,77,0,10,0,10,2,-8,3,1,NA,-8,NA,7,5,11,5,1,1,1,1,1,2,5,5,1,-8,3,2,NA,NA,NA,NA,-8,-8,-8,5,-8,15,15,1,1,NA,1,69,1,1,5,2,3,1,NA,7,2,9
"12",0.56388297,"12-91",12,91265,20,91,2024,6,13,1,3,3,11,17,1,1,3,2,3,2,-9,-9,4,4,3,3,3,3,6,3,6,6,6,6,6,4,4,4,4,6,6,5,4,9,1,3,1,2,3,1,1,3,1,3,1,1,-8,1,4,1,1,1,1,3,3,-8,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10,10,10,10,1,3,5,23,23,41,68,76,10,10,5,0,1,1,1,1,NA,-8,NA,6,2,5,10,2,1,1,1,1,1,3,2,1,3,3,1,-8,-8,4,-8,NA,NA,NA,NA,3,23,NA,1,3,NA,2,52,1,2,NA,1,4,2,4,1,5,2
"13",0.55371476,"13-91",13,91265,20,91,2024,6,13,1,3,3,26,1,2,2,3,2,-8,3,-8,1,4,4,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,6,6,6,4,1,6,1,3,-8,4,-8,3,4,3,-8,-8,1,-8,-8,-8,1,4,4,-8,2,3,1,2,3,1,4,4,-8,-8,3,-8,2,3,4,-8,-8,-8,-8,3,6,0,0,10,-7,NA,NA,NA,4,6,27,66,91,-8,-8,-8,-8,-8,-8,1,-8,NA,-8,NA,1,6,11,10,2,1,1,1,1,1,1,3,2,-8,2,-8,NA,NA,NA,NA,NA,NA,NA,NA,-8,15,15,1,3,NA,1,84,1,2,NA,2,1,1,NA,7,5,1
"14",0.88562598,"14-91",14,91265,20,91,2024,6,13,1,3,1,6,10,3,2,4,2,3,2,1,-8,4,4,6,6,3,3,6,6,6,6,6,6,6,4,3,6,6,3,6,3,4,1,1,4,1,1,4,4,4,3,3,4,4,1,3,3,3,3,4,1,1,3,1,3,2,1,1,2,5,3,5,2,5,5,5,3,5,2,-8,5,5,3,10,10,10,-7,NA,NA,NA,22,22,44,50,75,0,10,0,10,4,5,1,2,3,1,5,2,6,10,10,3,1,1,1,1,1,1,3,1,3,-8,2,NA,NA,NA,NA,-8,-8,-8,5,4,15,15,1,1,NA,2,67,1,2,NA,2,2,1,NA,7,1,2
"15",0.29520866,"15-91",15,91265,20,91,2024,6,13,1,3,7,1,3,2,3,2,4,3,2,1,-8,3,4,6,4,6,2,6,6,6,6,6,6,6,4,4,6,6,3,6,3,5,1,4,1,1,4,4,1,4,4,4,4,4,1,4,4,3,3,4,3,4,4,1,3,2,1,1,5,5,5,5,5,5,2,2,1,1,5,5,5,5,1,0,0,0,-7,NA,NA,NA,20,18,46,65,87,0,0,10,10,4,5,1,3,2,-8,NA,3,2,9,10,5,1,1,2,1,1,1,5,1,3,1,2,NA,NA,NA,NA,5,5,5,5,4,15,15,2,NA,1,2,80,1,2,NA,2,1,1,NA,7,5,1
"16",0.59041732,"16-91",16,91265,20,91,2024,6,13,1,3,3,2,26,1,3,2,3,5,3,2,-8,2,2,6,6,2,2,2,2,6,6,6,6,6,2,1,4,6,-8,2,2,4,5,4,3,3,4,4,4,3,3,3,3,4,1,3,4,4,3,3,2,-8,3,4,2,1,2,1,4,5,5,5,5,5,3,3,3,5,5,5,5,4,6,10,10,10,-7,NA,NA,NA,20,18,46,65,87,0,0,10,0,3,5,2,2,3,4,NA,5,1,2,10,2,1,1,1,1,1,4,4,1,3,3,1,1,1,1,5,NA,NA,NA,NA,4,15,15,1,3,NA,2,76,1,1,5,2,2,1,NA,7,1,9
"17",0.89814419,"17-91",17,91114,14,91,2024,6,9,1,3,26,1,10,3,3,3,4,3,2,3,5,3,3,-8,2,3,2,4,3,2,-8,-8,-8,-8,3,3,6,-8,-8,-8,3,3,1,1,4,2,4,4,4,4,3,2,4,3,3,4,4,3,2,4,2,3,4,4,1,1,2,1,5,5,5,5,5,5,5,4,3,5,5,5,5,5,1,10,10,10,10,2,NA,NA,1,32,37,54,82,0,1,1,2,3,5,1,2,3,2,3,10,1,6,10,2,1,1,1,2,1,4,5,2,3,3,2,NA,NA,NA,NA,2,2,2,2,5,15,15,1,4,NA,1,64,1,1,5,2,3,2,4,1,7,1
"18",0.81527455,"18-91",18,91114,14,91,2024,6,9,1,3,3,13,14,3,2,3,3,5,1,1,5,3,3,-8,-8,3,3,4,-8,-8,-8,6,3,-8,3,-8,2,-8,2,-8,3,4,4,2,3,3,3,4,3,3,4,2,4,3,4,4,3,3,3,3,3,2,2,2,3,1,3,1,5,5,5,4,5,5,5,5,2,3,5,5,5,5,1,10,10,10,10,1,3,7,18,15,35,72,89,9,0,1,8,2,5,1,3,3,4,NA,1,6,8,9,1,1,1,1,4,1,5,5,1,3,3,1,-8,2,-8,-8,NA,NA,NA,NA,1,15,15,1,1,NA,1,34,1,1,-8,2,2,1,NA,1,3,2
"19",3.55896687,"19-91",19,91276,25,91,2024,6,16,1,3,14,1,10,3,2,3,3,3,1,3,6,4,4,4,2,3,3,4,4,3,6,6,6,2,4,4,2,6,3,3,4,5,1,4,3,3,3,3,2,3,3,2,2,3,4,3,3,2,4,3,2,4,3,3,1,1,2,2,4,4,4,4,4,3,4,2,4,2,3,4,3,3,3,6,6,4,5,2,NA,NA,15,9,31,64,79,10,10,0,10,2,5,2,2,3,3,NA,7,2,1,6,4,2,2,2,2,2,3,4,1,3,3,2,NA,NA,NA,NA,2,2,4,2,4,10,NA,2,NA,5,1,37,1,2,NA,2,5,2,4,10,5,1
"20",1.08815236,"20-91",20,91100,12,91,2024,6,8,1,1,10,11,1,-8,2,3,4,5,3,-8,5,3,3,6,6,3,2,6,6,6,6,6,6,6,3,6,6,6,6,6,6,3,1,4,2,1,3,4,4,3,3,3,-8,-8,1,4,4,4,1,4,1,4,3,3,3,1,2,1,5,-8,2,1,-8,3,2,1,-8,5,-8,4,2,-8,1,10,10,10,-7,NA,NA,NA,8,5,26,57,80,10,0,10,0,3,5,2,3,4,5,NA,11,3,7,10,2,2,2,2,2,5,5,5,2,3,2,2,NA,NA,NA,NA,4,-8,-8,-8,6,15,15,1,4,NA,2,86,1,2,NA,2,3,1,NA,7,4,1
"21",0.35122793,"21-91",21,91266,22,91,2024,6,14,1,4,7,6,10,2,-8,2,2,4,2,1,-8,2,4,6,6,4,2,6,6,6,6,6,6,6,2,6,6,6,4,6,2,2,1,1,3,4,2,3,3,-8,2,2,4,3,2,2,4,4,1,-8,3,3,3,3,3,-8,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10,2,10,-7,NA,NA,NA,8,5,26,57,80,9,0,10,1,4,5,2,3,2,2,3,11,6,5,8,2,1,1,1,1,1,4,3,1,3,3,2,NA,NA,NA,NA,5,-8,-8,5,-8,15,15,1,1,NA,2,70,1,1,5,2,1,1,NA,2,2,2
"22",0.43312883,"22-91",22,91105,12,91,2024,6,8,1,4,1,3,10,3,2,3,1,4,3,2,10,2,2,6,2,2,1,2,2,4,4,4,6,2,4,4,4,4,4,6,4,4,1,1,2,2,2,3,3,3,2,2,2,3,2,3,2,3,2,3,1,2,1,1,1,2,2,1,2,3,1,2,3,2,2,1,3,3,2,2,2,3,1,10,10,10,1,2,NA,NA,22,22,44,50,75,0,0,10,10,1,5,1,2,1,4,NA,7,6,1,10,4,1,1,1,1,1,5,5,1,3,2,1,2,5,2,-8,NA,NA,NA,NA,1,10,NA,1,2,NA,1,80,1,1,5,2,1,1,NA,7,1,2
"23",0.92367687,"23-91",23,91105,12,91,2024,6,8,1,4,1,9,26,3,1,3,3,3,2,2,5,1,2,6,1,2,2,3,3,4,1,4,2,2,4,4,5,4,2,3,4,4,1,8,2,2,3,4,2,3,2,3,3,2,2,4,3,3,3,3,3,3,3,3,1,1,2,3,3,4,3,4,3,3,3,3,3,4,3,4,3,3,1,10,10,10,0,2,NA,NA,5,12,34,58,77,0,6,0,10,1,4,2,2,2,4,NA,4,11,1,8,3,1,1,1,1,1,4,4,1,2,3,1,2,2,2,1,NA,NA,NA,NA,3,1,NA,1,1,NA,2,76,1,2,NA,2,4,1,NA,7,2,1
"24",1.67661772,"24-91",24,91225,20,91,2024,6,13,1,3,3,2,6,4,1,4,1,2,1,1,1,4,5,6,5,4,5,3,4,4,4,6,3,5,4,4,2,4,1,6,3,1,-8,1,3,4,4,3,1,4,2,2,3,3,2,1,2,4,2,1,2,2,3,4,1,1,2,4,2,1,2,4,2,1,2,2,2,2,1,4,1,1,1,10,10,10,10,1,3,7,18,15,35,72,89,0,0,0,0,5,2,1,2,4,1,6,1,11,2,0,2,5,5,5,4,3,5,5,1,3,3,1,5,2,3,5,NA,NA,NA,NA,6,3,NA,1,1,NA,1,49,1,1,5,2,7,1,NA,10,2,1
"25",0.52781399,"25-91",25,91225,20,91,2024,6,13,1,4,7,12,10,2,2,3,3,3,3,2,5,3,3,6,3,3,3,6,6,6,3,6,6,6,3,4,3,4,3,6,3,3,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,1,4,3,2,3,3,4,2,2,2,3,3,3,3,4,2,10,-7,10,-7,NA,NA,NA,3,2,47,56,95,0,5,0,5,2,2,1,3,2,5,NA,2,3,4,6,7,2,1,1,1,2,2,1,1,3,-8,-8,NA,NA,NA,NA,NA,NA,NA,NA,6,15,15,1,1,NA,2,70,1,2,NA,2,4,2,4,7,5,1
"26",1.67661772,"26-91",26,91225,20,91,2024,6,13,1,3,3,5,10,2,2,3,3,4,3,2,5,3,3,2,1,2,2,2,3,3,2,2,2,2,3,4,4,3,2,2,2,3,1,2,4,1,4,4,4,3,4,3,4,3,-8,3,3,3,3,4,1,2,2,4,2,1,2,1,4,4,4,4,4,4,2,2,3,3,4,2,3,4,1,10,10,10,-7,NA,NA,NA,16,19,39,62,86,5,5,5,3,3,2,1,2,3,3,NA,1,2,3,5,2,2,2,2,2,1,3,5,1,3,3,-8,NA,NA,NA,NA,NA,NA,NA,NA,4,15,17,1,4,NA,1,47,1,2,NA,1,6,2,4,1,5,9
"27",0.43037118,"27-91",27,91277,25,91,2024,6,16,1,4,2,5,1,2,3,3,2,3,3,2,1,4,5,4,6,6,4,6,4,5,6,5,6,6,4,2,2,4,6,4,5,4,1,2,1,3,1,4,4,3,4,1,1,1,4,1,1,4,3,3,1,1,1,3,3,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,10,10,10,10,2,NA,NA,12,4,33,59,94,0,10,10,10,2,5,1,3,4,1,5,3,9,1,0,2,4,2,4,2,1,2,2,2,1,1,2,NA,NA,NA,NA,4,4,4,4,7,15,9,1,1,NA,1,48,1,1,10,2,3,1,NA,3,2,9
"28",1.51039077,"28-91",28,91277,25,91,2024,6,16,1,4,10,3,5,3,3,3,2,3,2,3,5,3,4,6,2,4,2,2,2,2,6,2,6,6,4,4,6,6,6,2,4,4,1,2,4,2,3,4,3,1,3,2,4,-9,1,3,4,4,2,3,1,1,2,3,3,2,2,1,4,3,3,3,3,3,2,2,2,4,3,4,3,4,5,8,10,10,10,2,NA,NA,12,4,33,59,94,5,0,10,5,4,2,2,3,4,2,2,7,2,4,10,5,1,1,1,2,1,3,2,2,3,-9,1,-8,2,-8,-8,NA,NA,NA,NA,6,15,15,1,2,NA,1,58,1,2,NA,2,2,1,NA,8,4,1
"29",0.54193852,"29-91",29,91277,25,91,2024,6,16,1,4,10,3,2,2,2,3,3,4,3,2,9,4,4,6,6,4,4,4,4,6,4,2,6,6,4,4,6,4,2,2,6,4,1,4,2,4,4,3,3,-8,3,2,-8,4,3,2,4,4,3,4,1,3,4,3,1,1,2,1,4,3,3,-8,-8,4,2,-8,-8,4,3,5,-8,5,6,10,-7,3,-7,NA,NA,NA,7,3,20,53,88,0,0,5,0,4,5,2,3,1,3,NA,1,3,5,5,2,1,1,4,1,1,5,1,2,3,3,-8,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,2,NA,1,2,78,1,2,NA,2,2,2,1,7,2,1
"30",1.13279307,"30-91",30,91277,25,91,2024,6,16,1,3,1,3,6,2,2,2,4,4,3,2,10,2,4,6,6,6,2,6,6,1,6,6,6,6,4,6,6,6,6,6,6,4,1,2,3,3,1,4,4,4,1,3,3,2,4,4,3,4,4,4,4,1,4,4,2,1,3,1,5,5,5,5,4,4,4,5,4,4,4,4,4,5,2,10,10,10,10,2,NA,NA,14,7,45,55,83,10,5,10,3,1,5,1,2,4,1,2,2,1,3,10,1,1,4,1,-8,1,5,5,1,3,2,2,NA,NA,NA,NA,2,1,2,2,1,15,15,1,4,NA,1,61,1,2,NA,2,1,1,NA,3,5,2
"31",0.19609469,"31-91",31,91277,25,91,2024,6,16,1,4,3,1,5,2,2,3,3,4,2,2,5,2,6,6,2,6,2,2,6,6,6,6,6,6,6,4,6,6,6,6,6,4,2,4,3,3,4,3,3,4,3,3,3,3,1,3,4,4,3,3,1,1,1,2,3,1,2,3,4,4,2,2,2,4,2,2,2,2,3,2,3,2,-8,10,10,10,10,2,NA,NA,11,13,30,51,92,6,5,10,5,2,-8,1,2,3,4,NA,1,2,4,9,2,2,2,2,2,3,5,4,2,3,3,2,NA,NA,NA,NA,-8,-8,4,4,-8,15,15,1,2,NA,2,59,1,2,NA,2,1,1,NA,8,5,1
"32",0.5378106,"32-91",32,91233,20,91,2024,6,13,1,4,13,3,10,3,3,3,3,4,3,2,-8,3,4,6,2,2,2,6,6,2,6,6,6,-8,3,6,2,6,2,6,3,4,4,6,3,1,4,3,3,3,3,1,3,3,1,3,3,3,3,3,1,1,3,3,3,1,3,2,4,3,3,3,3,3,2,3,3,2,3,3,3,4,2,10,10,10,6,1,2,7,21,21,38,49,93,5,0,0,1,2,5,2,2,3,4,NA,1,2,6,10,1,2,2,2,2,3,3,5,2,3,2,-8,NA,NA,NA,NA,NA,NA,NA,NA,4,15,15,1,1,NA,2,55,1,2,NA,2,4,1,NA,1,1,9
"33",0.34848218,"33-91",33,91233,20,91,2024,6,13,1,3,1,7,13,2,1,3,3,4,2,2,-8,4,4,6,6,2,6,2,6,1,2,6,6,6,2,2,2,6,2,6,6,4,1,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,4,3,2,2,1,4,4,4,4,4,4,3,4,4,1,4,2,4,4,5,10,10,10,0,2,NA,NA,15,9,31,64,79,9,10,8,10,4,5,1,3,1,5,NA,5,6,1,7,2,1,1,1,2,1,3,2,2,3,-8,1,1,1,1,1,NA,NA,NA,NA,3,15,15,1,1,NA,1,78,1,2,NA,2,2,1,NA,7,2,2
"34",3.15873897,"34-91",34,91206,20,91,2024,6,13,1,3,3,10,7,2,2,3,3,4,3,2,-8,2,3,6,6,2,-9,6,6,6,6,-9,6,6,4,6,6,6,4,6,6,4,8,4,4,3,4,4,4,4,3,4,3,-8,2,3,3,2,3,3,3,3,3,3,1,1,2,1,5,4,3,-8,3,4,2,2,1,3,2,3,4,3,4,10,5,10,4,2,NA,NA,12,4,33,59,94,0,1,10,4,1,5,1,3,4,5,NA,1,3,11,8,1,1,1,1,1,1,3,4,1,3,3,1,-8,2,2,2,NA,NA,NA,NA,1,15,15,1,3,NA,2,26,1,2,NA,2,8,2,4,2,5,9
"35",0.69696435,"35-91",35,91233,20,91,2024,6,13,1,3,9,5,1,2,2,2,4,4,3,2,-8,2,4,6,6,6,2,6,6,6,6,6,6,6,4,6,6,6,6,6,6,2,10,4,4,3,1,4,4,4,4,4,4,2,2,4,4,4,3,4,2,4,3,4,1,-8,1,1,2,5,5,-8,5,5,5,2,1,-8,5,5,5,4,6,10,10,10,0,2,NA,NA,1,32,37,54,82,0,10,0,0,4,2,2,2,3,5,NA,11,6,3,10,2,1,1,1,1,1,5,4,1,3,3,-8,NA,NA,NA,NA,NA,NA,NA,NA,4,15,15,1,1,NA,1,75,1,2,NA,2,2,2,3,1,2,2
"36",1.15820429,"36-91",36,91233,20,91,2024,6,13,1,3,7,10,3,2,2,2,3,3,3,1,-8,3,3,2,2,3,2,6,2,2,2,3,6,6,3,2,2,2,1,2,2,3,5,1,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,1,3,3,5,5,5,4,5,5,5,4,5,5,4,3,5,4,3,10,8,10,10,2,NA,NA,16,19,39,62,86,5,10,0,5,4,1,2,2,1,1,1,3,6,1,10,1,2,2,2,2,1,3,2,2,3,3,1,-8,-8,2,2,NA,NA,NA,NA,4,15,15,1,-9,NA,2,28,1,2,NA,2,6,1,NA,1,5,1
"37",0.70976314,"37-91",37,91233,20,91,2024,6,13,1,3,5,10,1,1,3,2,4,4,2,3,5,2,4,6,6,4,4,6,6,2,2,6,6,6,2,2,2,6,2,6,2,4,10,6,4,4,4,4,3,1,2,1,4,1,1,3,4,4,2,4,1,1,1,3,3,2,3,1,4,5,5,5,5,4,3,3,5,5,5,5,5,5,6,10,10,10,10,2,NA,NA,15,9,31,64,79,10,10,0,10,5,2,2,1,NA,1,2,11,6,2,10,1,2,2,2,1,3,4,4,1,3,3,1,-8,2,2,2,NA,NA,NA,NA,4,15,15,1,1,NA,2,46,1,2,NA,2,4,2,4,3,4,9
"38",0.78763361,"38-91",38,91234,20,91,2024,6,13,1,3,10,3,5,3,2,3,3,4,2,1,5,4,4,6,6,3,2,3,6,6,3,6,6,6,4,3,6,3,3,6,3,3,4,2,1,4,4,4,3,3,4,2,4,2,3,3,3,4,3,4,2,3,4,3,1,-8,3,2,5,4,4,4,5,5,5,4,4,3,5,5,4,5,3,10,10,10,10,2,NA,NA,3,2,47,56,95,5,5,5,5,1,5,1,3,3,3,NA,1,2,6,10,5,1,2,2,1,2,5,5,1,3,3,1,4,1,3,3,NA,NA,NA,NA,5,15,15,1,1,NA,2,22,1,2,NA,2,7,2,2,2,2,1
