"fecha","anio","mes","latitud","longitud","profundidad","magnitud","categoria_magnitud","categoria_profundidad","sismo_mayor_5","sismo_mayor_6","region_asignada","metodo_asignacion_region","macrozona","region_id"
2015-09-21,2015,9,-30.76,-71.46,40,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-30.83,-71.38,44,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-11-22,2015,11,-30.41,-71.71,38,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-06,2015,11,-30.16,-72.13,42,5.1,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-10-25,2015,10,-29.72,-71.2,44,4.7,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-19,2015,9,-32.44,-71.83,32,4.7,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-04-01,2015,4,-29.35,-71.66,40,5.5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-14,2015,11,-30.74,-71.41,44,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-11-21,2015,11,-32.97,-70.29,106,4.5,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2015-09-17,2015,9,-30.68,-71.61,33,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-26,2015,9,-30.79,-71.39,40,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-12-15,2015,12,-29.35,-71.99,23,4.7,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-10-01,2015,10,-29.74,-71.31,52,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-10-03,2015,10,-32.83,-72.03,25,4.1,"4.0 a 4.9","Superficial",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-07-05,2015,7,-19.47,-69.56,110,4.6,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-17,2015,9,-31.03,-71.38,45,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-02-17,2015,2,-32.38,-70.99,78,5.8,"5.0 a 5.9","Profundo",1,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2015-10-12,2015,10,-30.67,-71.71,35,5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-22,2015,11,-30.68,-71.65,67,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-18,2015,9,-31.15,-71.37,45,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-02-22,2015,2,-20.04,-70.94,43,4.5,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2015-09-21,2015,9,-30.83,-71.46,49,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-22,2015,9,-31.57,-71.91,30,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-10-02,2015,10,-30.58,-71.6,32,4.9,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-02-28,2015,2,-36.88,-72.99,35,5.1,"5.0 a 5.9","Intermedio",1,0,"Biobío","Dentro del polígono regional","Sur","region_6"
2015-12-01,2015,12,-30.65,-71.54,44,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-10-23,2015,10,-32.51,-71.72,33,4.2,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-09-19,2015,9,-28.85,-71.31,45,4.9,"4.0 a 4.9","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2015-02-23,2015,2,-29.16,-70.68,85,4.2,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-02-11,2015,2,-30.21,-71.32,68,5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-28,2015,9,-30.98,-71.32,48,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-10-22,2015,10,-30.32,-71.66,35,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-02,2015,9,-33.72,-72.3,39,4.5,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-10-16,2015,10,-31.46,-71.72,37,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-18,2015,11,-19.34,-69.39,108,4.6,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-10-20,2015,10,-29.98,-71.02,85,4,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-01-18,2015,1,-32.7,-71.7,26,4.9,"4.0 a 4.9","Superficial",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-12-10,2015,12,-20.66,-69.19,105,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-30,2015,9,-30.75,-71.41,48,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-19,2015,9,-30.82,-71.39,51,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-11-19,2015,11,-30.25,-71.78,5,4.2,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-14,2015,9,-25.04,-70.48,56,4.6,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2015-09-19,2015,9,-32.36,-71.78,37,4.6,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-01-11,2015,1,-31.45,-71.62,46,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-11,2015,11,-29.55,-72.26,12,6.9,"6.0 o más","Superficial",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-05-23,2015,5,-20.19,-70.81,27,4.6,"4.0 a 4.9","Superficial",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2015-08-12,2015,8,-32.89,-70.47,14,4,"4.0 a 4.9","Superficial",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2015-10-02,2015,10,-31.08,-71.33,58,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-10-25,2015,10,-41.93,-73.55,53,4.5,"4.0 a 4.9","Intermedio",0,0,"Los Lagos","Dentro del polígono regional","Sur","region_9"
2015-10-04,2015,10,-30.37,-72.2,22,5.2,"5.0 a 5.9","Superficial",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-06-22,2015,6,-21.78,-68.42,134,5.3,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-03-19,2015,3,-19.26,-70.22,77,4.3,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-11-28,2015,11,-30.34,-72.34,32,5.4,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-01-25,2015,1,-34.76,-71.81,43,5.2,"5.0 a 5.9","Intermedio",1,0,"O'Higgins","Dentro del polígono regional","Centro","region_8"
2015-05-21,2015,5,-34.89,-71.8,40,4.8,"4.0 a 4.9","Intermedio",0,0,"Maule","Dentro del polígono regional","Centro","region_12"
2015-07-28,2015,7,-34.99,-71.83,42,5,"5.0 a 5.9","Intermedio",1,0,"Maule","Dentro del polígono regional","Centro","region_12"
2015-10-03,2015,10,-37.56,-73.74,20,6.1,"6.0 o más","Superficial",1,1,"Biobío","Región más cercana","Sur","region_6"
2015-10-18,2015,10,-35.97,-72.67,50,5,"5.0 a 5.9","Intermedio",1,0,"Maule","Dentro del polígono regional","Centro","region_12"
2015-02-08,2015,2,-22.65,-70.4,42,4.1,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2015-08-21,2015,8,-20.62,-69.13,109,4.5,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-08-25,2015,8,-20.37,-69.05,101,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-12-03,2015,12,-22.52,-68.81,87,4.2,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-12-23,2015,12,-20.35,-68.94,106,4.5,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-12-27,2015,12,-20.71,-69.26,103,4.1,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-01-09,2015,1,-20.4,-69.03,110,5.2,"5.0 a 5.9","Profundo",1,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-01-10,2015,1,-21.63,-68.66,110,5.3,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-01-14,2015,1,-22.39,-70.22,71,4.4,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-02-02,2015,2,-22.27,-70.8,40,5,"5.0 a 5.9","Intermedio",1,0,"Antofagasta","Región más cercana","Norte","region_1"
2015-02-11,2015,2,-23.17,-66.86,239,6.6,"6.0 o más","Profundo",1,1,"Antofagasta","Región más cercana","Norte","region_1"
2015-03-03,2015,3,-20.36,-69.14,106,5.2,"5.0 a 5.9","Profundo",1,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-03-09,2015,3,-19.69,-69.48,97,4.9,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-03-15,2015,3,-21.97,-68.86,103,4.9,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-03-23,2015,3,-18.42,-69.27,121,6.3,"6.0 o más","Profundo",1,1,"Arica y Parinacota","Dentro del polígono regional","Norte","region_3"
2015-03-24,2015,3,-20.68,-70.78,16,4.8,"4.0 a 4.9","Superficial",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2015-03-28,2015,3,-22.19,-68.7,112,5.8,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-04-13,2015,4,-21.11,-68.7,129,5.1,"5.0 a 5.9","Profundo",1,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-05-15,2015,5,-29.57,-71.24,66,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-05-26,2015,5,-22.06,-68.52,134,5.7,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-06-10,2015,6,-22.43,-68.58,130,6,"6.0 o más","Profundo",1,1,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-07-06,2015,7,-20.91,-69.25,106,4.3,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-07-24,2015,7,-20.29,-70.17,38,5.3,"5.0 a 5.9","Intermedio",1,0,"Tarapacá","Región más cercana","Norte","region_15"
2015-08-04,2015,8,-20.59,-69.26,108,4.7,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-08-24,2015,8,-20.41,-69.14,112,4.9,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-01,2015,9,-19.79,-69.25,97,5.6,"5.0 a 5.9","Profundo",1,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-16,2015,9,-19.94,-70.96,35,5,"5.0 a 5.9","Intermedio",1,0,"Tarapacá","Región más cercana","Norte","region_15"
2015-09-24,2015,9,-20.21,-69.15,100,4.8,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-25,2015,9,-20.91,-69.22,91,5.3,"5.0 a 5.9","Profundo",1,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-28,2015,9,-23.88,-67.12,250,6,"6.0 o más","Profundo",1,1,"Antofagasta","Región más cercana","Norte","region_1"
2015-10-14,2015,10,-22.57,-68.71,109,4,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-10-16,2015,10,-20.07,-68.89,115,4.8,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-10-21,2015,10,-20.37,-69.3,100,4.8,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-10-25,2015,10,-20.39,-68.97,111,4.6,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-11-01,2015,11,-23.23,-68.53,115,5.9,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-11-09,2015,11,-23.48,-69.03,116,5.4,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-11-10,2015,11,-22.25,-68.81,126,5.4,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2015-11-27,2015,11,-24.78,-70.55,37,6.3,"6.0 o más","Intermedio",1,1,"Antofagasta","Región más cercana","Norte","region_1"
2015-12-05,2015,12,-22.54,-70.32,39,4.7,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2015-12-23,2015,12,-20.54,-69.22,112,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2015-09-17,2015,9,-31.7,-71.89,20,4.9,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.49,-72,31,5.5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.7,-71.75,33,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.24,-71.77,33,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.4,-71.45,58,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-30.93,-72.03,34,5.7,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.3,-71.8,30,5.2,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.5,-71.73,25,4.8,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.85,-71.91,23,4.6,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.64,-71.79,43,4.9,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-30.99,-71.53,7,4.2,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-31.12,-71.76,46,4.7,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.24,-71.25,61,4.2,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-31.63,-71.68,42,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.35,-71.77,40,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-18,2015,9,-31.44,-71.68,38,4.7,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-18,2015,9,-31.67,-71.65,34,5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-18,2015,9,-31.59,-71.46,38,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-19,2015,9,-31.64,-71.66,39,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-19,2015,9,-31.82,-71.62,50,4.2,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-19,2015,9,-31.79,-71.5,37,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-21,2015,9,-30.77,-71.83,33,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-21,2015,9,-32.21,-71.83,34,4.2,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2015-09-21,2015,9,-31.76,-71.57,37,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-21,2015,9,-31.6,-71.57,36,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-21,2015,9,-31.71,-71.68,35,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-23,2015,9,-31.63,-71.27,44,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-23,2015,9,-31.35,-72.01,28,5,"5.0 a 5.9","Superficial",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-23,2015,9,-31.57,-71.69,39,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-23,2015,9,-31.64,-71.89,41,5.1,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-23,2015,9,-31.44,-71.44,50,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-24,2015,9,-31.69,-71.55,25,4.8,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-25,2015,9,-31.64,-71.56,36,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-25,2015,9,-31.56,-71.81,31,4.7,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-26,2015,9,-31.36,-71.41,46,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-26,2015,9,-31.83,-71.95,37,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-27,2015,9,-31.27,-71.81,27,4.8,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-28,2015,9,-31.41,-71.36,50,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-28,2015,9,-31.18,-71.44,54,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-28,2015,9,-31.61,-71.44,48,4.2,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-10-05,2015,10,-31.8,-71.63,47,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-10-05,2015,10,-32.08,-71.8,23,4.2,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-10-09,2015,10,-31.01,-71.31,59,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-10-10,2015,10,-31.77,-71.65,40,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-16,2015,11,-31.6,-71.42,27,4,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-11-21,2015,11,-31.59,-71.72,45,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-11-24,2015,11,-31.75,-71.69,41,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-12-01,2015,12,-31.59,-71.36,41,4.7,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-12-10,2015,12,-30.98,-71.33,59,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-12-21,2015,12,-31.54,-71.41,48,4.2,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-12-23,2015,12,-31.06,-71.34,57,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-12-26,2015,12,-31.76,-72.1,32,4.9,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-12-26,2015,12,-31.75,-71.93,41,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-12-27,2015,12,-31.78,-71.66,48,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-12-28,2015,12,-31.63,-70.64,117,4.2,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-12-30,2015,12,-30.7,-71.62,28,4.3,"4.0 a 4.9","Superficial",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-07-06,2015,7,-30.91,-71.51,74,4.2,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-07-12,2015,7,-32.09,-71.16,64,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-07-23,2015,7,-31.91,-71.1,65,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-07-24,2015,7,-30.92,-71.2,57,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-08-01,2015,8,-31.96,-71.2,65,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-08-12,2015,8,-31.73,-71.61,42,5.3,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-08-23,2015,8,-29.72,-71.25,50,6,"6.0 o más","Intermedio",1,1,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-16,2015,9,-31.55,-71.86,11,8.4,"6.0 o más","Superficial",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-16,2015,9,-31.62,-71.75,27,7.1,"6.0 o más","Superficial",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-16,2015,9,-31.73,-71.68,30,6.1,"6.0 o más","Intermedio",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-16,2015,9,-31.9,-71.9,29,6.8,"6.0 o más","Superficial",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-16,2015,9,-31.59,-71.79,16,7.6,"6.0 o más","Superficial",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-16,2015,9,-31.88,-71.89,35,5.6,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31,-71.48,38,5.3,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-31.48,-71.52,35,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-31.72,-71.7,14,5.1,"5.0 a 5.9","Superficial",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.64,-72.1,35,6,"6.0 o más","Intermedio",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.11,-71.65,50,6.5,"6.0 o más","Intermedio",1,1,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-30.92,-71.35,45,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-30.98,-71.36,54,5.5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-30.92,-71.26,47,5.4,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-31.46,-71.7,53,5.8,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.25,-71.89,33,5.7,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.54,-71.75,41,6.6,"6.0 o más","Intermedio",1,1,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.46,-71.81,35,5.7,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.82,-71.96,25,5.3,"5.0 a 5.9","Superficial",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.51,-71.58,44,4.7,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-31.6,-71.41,39,5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-30.93,-71.46,51,5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-32.14,-72.17,34,6,"6.0 o más","Intermedio",1,1,"Valparaíso","Región más cercana","Centro","region_16"
2015-09-17,2015,9,-30.94,-72,32,5.7,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2015-09-17,2015,9,-29.85,-70.48,39,5.3,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2015-09-17,2015,9,-31.5,-71.74,42,5,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
