"fecha","anio","mes","latitud","longitud","profundidad","magnitud","categoria_magnitud","categoria_profundidad","sismo_mayor_5","sismo_mayor_6","region_asignada","metodo_asignacion_region","macrozona","region_id"
2024-06-01,2024,6,-21.34,-68.95,117,5.3,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2024-06-08,2024,6,-19.49,-69.44,92,5,"5.0 a 5.9","Profundo",1,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-06-26,2024,6,-26.09,-70.97,46,5,"5.0 a 5.9","Intermedio",1,0,"Atacama","Región más cercana","Norte","region_4"
2024-06-29,2024,6,-23.97,-70.25,44,5,"5.0 a 5.9","Intermedio",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2023-08-13,2023,8,-30.18,-71.21,63,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-10-20,2023,10,-30.27,-71.66,62,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2023-11-03,2023,11,-30.08,-71.84,58,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2023-11-21,2023,11,-30.22,-71.22,71,4.4,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-03-04,2024,3,-30.03,-71.61,40,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2024-03-21,2024,3,-30.08,-71.58,42,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2024-03-24,2024,3,-30.05,-71.62,43,3.9,"Menor a 4","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2022-08-11,2022,8,-25.77,-70.64,53,4.6,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2024-01-01,2024,1,-25.3,-70.5,25,4,"4.0 a 4.9","Superficial",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2021-11-07,2021,11,-25.47,-69.72,84,4.2,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2022-04-08,2022,4,-25.5,-70.93,37,4.2,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2022-04-19,2022,4,-24.67,-67.24,189,4.6,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2022-05-15,2022,5,-25.89,-70.34,75,4.1,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2022-09-28,2022,9,-25.72,-70.37,79,4.2,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2023-01-11,2023,1,-25.61,-70.81,54,4,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2023-03-22,2023,3,-23.51,-66.72,228,5.3,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Región más cercana","Norte","region_1"
2023-07-08,2023,7,-25.51,-70.84,31,3.6,"Menor a 4","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2023-08-28,2023,8,-25.92,-70.76,67,4.2,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2023-11-02,2023,11,-24.95,-70.97,48,4,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2023-12-09,2023,12,-25.52,-70.77,36,3.8,"Menor a 4","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2021-12-18,2021,12,-25.59,-70.34,28,3,"Menor a 4","Superficial",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2023-10-13,2023,10,-25.18,-70.82,50,3.4,"Menor a 4","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2024-01-29,2024,1,-25.53,-71.05,26,3.6,"Menor a 4","Superficial",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2024-07-03,2024,7,-23.05,-68.97,132,5.5,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2024-07-19,2024,7,-23.12,-68.07,145,7.4,"6.0 o más","Profundo",1,1,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2024-02-15,2024,2,-29.2,-71.93,38,4.8,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2024-03-08,2024,3,-29.23,-71.29,55,4.6,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-05-14,2024,5,-28.76,-71.64,25,4.8,"4.0 a 4.9","Superficial",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-07-09,2023,7,-30.21,-71.26,58,4.1,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-08-27,2023,8,-30.23,-71.22,57,3.9,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-09-07,2023,9,-30.35,-71.41,47,4.3,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-10-29,2023,10,-30.01,-71.27,72,4.3,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-11-10,2023,11,-28.79,-71.42,51,4.6,"4.0 a 4.9","Intermedio",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-12-03,2023,12,-29.83,-71.13,49,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-02-23,2024,2,-29.93,-71.47,42,3.9,"Menor a 4","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2023-03-05,2023,3,-30.73,-71.41,40,4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-12-21,2023,12,-30.77,-71.36,49,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-05-06,2024,5,-30.64,-71.29,60,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-10-24,2023,10,-29.28,-71.28,65,3.8,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-01-07,2024,1,-29.14,-71.55,44,3.8,"Menor a 4","Intermedio",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-11-12,2023,11,-29.66,-71.32,53,3.9,"Menor a 4","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2023-11-20,2023,11,-32.23,-70.28,116,4.5,"4.0 a 4.9","Profundo",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2023-12-12,2023,12,-31.67,-71.52,26,3.9,"Menor a 4","Superficial",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-03-10,2024,3,-31.54,-71.52,49,4.2,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-07-21,2023,7,-32.44,-70.78,80,4.2,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2024-02-16,2024,2,-32.73,-70.64,91,4.2,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2023-07-03,2023,7,-30.63,-71.64,34,4.2,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-02-29,2024,2,-30.39,-71.46,39,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-11-27,2023,11,-30.94,-71.51,60,3.9,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-02-25,2024,2,-31.16,-71.21,59,3.8,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-03-31,2024,3,-31.05,-71.34,66,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-06-16,2024,6,-31.55,-71.52,43,3.8,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-04-13,2024,4,-32.56,-71.51,61,4.2,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2023-05-15,2023,5,-32.5,-71.69,43,3.7,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2024-05-11,2024,5,-32.66,-71.81,36,4,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2023-10-30,2023,10,-32.82,-70.25,124,4.4,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2024-05-18,2024,5,-32.91,-70.86,80,4.4,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2022-06-20,2022,6,-20.29,-68.75,113,4.6,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-07-25,2022,7,-20.09,-68.92,115,4.5,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-10-19,2022,10,-20.63,-69.25,98,4.5,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-12-02,2022,12,-20.62,-68.85,110,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-01-20,2023,1,-20.46,-69.08,104,3.7,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-03-03,2023,3,-20.18,-69.1,103,3.8,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-05-19,2023,5,-20.33,-69.07,99,4.6,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-06-20,2023,6,-20.4,-69.05,104,4.3,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-08-28,2023,8,-20.63,-69.43,98,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-09-06,2023,9,-20.31,-69.16,104,4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-09-15,2023,9,-20.78,-69.12,110,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-09-26,2023,9,-20.2,-69.23,92,4.7,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-10-14,2023,10,-20.77,-70.24,66,4.5,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2023-10-20,2023,10,-20.4,-68.94,112,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-10-28,2023,10,-20.08,-68.95,108,4.3,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-11-20,2023,11,-20.02,-69.29,114,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-12-01,2023,12,-19.77,-69.14,114,4.6,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-12-30,2023,12,-20.21,-69.23,97,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-01-22,2024,1,-20.67,-69.44,71,4.8,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-01-31,2024,1,-20.94,-70.51,53,4.3,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2024-02-14,2024,2,-21,-69.62,72,3.9,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-03-18,2024,3,-20.35,-69.25,110,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-03-18,2024,3,-20.72,-69.25,85,4.1,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-04-11,2024,4,-20.39,-69.09,107,4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-04-28,2024,4,-20.6,-68.84,115,4.8,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-05-06,2024,5,-20.82,-68.9,106,4.7,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-06-06,2024,6,-20.55,-69.25,97,4.7,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-06-30,2024,6,-20.52,-69.17,92,3.6,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-06-26,2022,6,-19.76,-69.38,92,4.1,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-07-19,2022,7,-19.47,-69.47,89,4.5,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-12-09,2022,12,-19.61,-69.23,105,4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-01-27,2023,1,-19.67,-69.15,113,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-06-24,2023,6,-19.44,-69.39,99,4.5,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-08-18,2023,8,-20.18,-69.23,94,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-09-14,2023,9,-19.93,-69.72,66,3.4,"Menor a 4","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-09-23,2023,9,-19.78,-69.31,98,3.9,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-10-24,2023,10,-20.26,-69.37,104,3.9,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-07-27,2023,7,-26.77,-71.09,29,4.8,"4.0 a 4.9","Superficial",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-09-11,2023,9,-27.2,-71.22,30,5.3,"5.0 a 5.9","Intermedio",1,0,"Atacama","Región más cercana","Norte","region_4"
2023-04-04,2023,4,-27.43,-70.93,56,4.1,"4.0 a 4.9","Intermedio",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-07-26,2023,7,-27.21,-70.87,28,3.7,"Menor a 4","Superficial",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-09-06,2023,9,-27.59,-70.96,27,3.7,"Menor a 4","Superficial",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-11-16,2023,11,-27.42,-70.89,45,3.7,"Menor a 4","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-09-21,2023,9,-28.51,-71.28,36,3.8,"Menor a 4","Intermedio",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-10-02,2023,10,-28.62,-71.24,51,4.3,"4.0 a 4.9","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-10-20,2023,10,-28.16,-71.18,51,4,"4.0 a 4.9","Intermedio",0,0,"Atacama","Región más cercana","Norte","region_4"
2022-05-04,2022,5,-26.15,-69.72,123,3.9,"Menor a 4","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2024-01-15,2024,1,-26.29,-69.08,89,4.1,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2024-02-23,2024,2,-25.57,-69.73,90,4.3,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2023-04-23,2023,4,-27.16,-70.16,99,3.9,"Menor a 4","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2021-06-20,2021,6,-28.66,-69.98,106,4.2,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2021-08-24,2021,8,-28.46,-70.36,104,3.8,"Menor a 4","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2021-09-18,2021,9,-28.66,-70.42,87,3.3,"Menor a 4","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-03-15,2023,3,-28.3,-70.51,74,4,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-04-20,2023,4,-29.04,-71.47,58,4,"4.0 a 4.9","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-10-08,2023,10,-28.62,-71.25,43,4.1,"4.0 a 4.9","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-10-26,2023,10,-28.69,-70.33,101,4,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-11-10,2023,11,-28.61,-69.86,106,4.2,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-12-27,2023,12,-28.8,-70.45,108,3.9,"Menor a 4","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2024-01-03,2024,1,-28.42,-69.2,159,5.5,"5.0 a 5.9","Profundo",1,0,"Atacama","Región más cercana","Norte","region_4"
2024-03-21,2024,3,-28.38,-70.6,62,3.8,"Menor a 4","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2024-03-23,2024,3,-28.93,-70.41,108,4.4,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2024-06-08,2024,6,-28.76,-70.32,104,4,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2021-07-09,2021,7,-29.02,-69.83,128,4,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2021-02-18,2021,2,-30.67,-71.31,55,3.4,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2021-11-24,2021,11,-30.7,-71.36,47,3.5,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-10-18,2023,10,-29.24,-71.14,56,3.5,"Menor a 4","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-11-24,2023,11,-29.57,-71.22,54,3,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-01-15,2024,1,-31.75,-71.39,59,3.4,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-11-10,2023,11,-31.03,-71.29,62,3.3,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-06-12,2024,6,-30.04,-71.25,47,4.5,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-10-20,2023,10,-30.64,-71.33,53,3.7,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2023-12-19,2023,12,-32.74,-71.75,31,3.1,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2023-11-14,2023,11,-33.12,-71.75,38,3,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2024-05-11,2024,5,-27.05,-70.76,42,3.3,"Menor a 4","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-09-26,2023,9,-27.55,-71.17,55,4.4,"4.0 a 4.9","Intermedio",0,0,"Atacama","Región más cercana","Norte","region_4"
2023-04-22,2023,4,-28.68,-71,59,3.6,"Menor a 4","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2022-01-30,2022,1,-25.98,-69.94,80,4.2,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2023-01-12,2023,1,-29,-71.25,54,3.6,"Menor a 4","Intermedio",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2021-12-20,2021,12,-28.97,-70.63,108,4.2,"4.0 a 4.9","Profundo",0,0,"Atacama","Dentro del polígono regional","Norte","region_4"
2017-11-23,2017,11,-29.92,-71.37,44,3.5,"Menor a 4","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2018-02-24,2018,2,-29.76,-71.54,45,3.7,"Menor a 4","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2023-02-25,2023,2,-21.61,-70.25,35,4.2,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2024-02-28,2024,2,-21.99,-69.23,85,4.7,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2024-04-18,2024,4,-21.32,-70.28,36,4.5,"4.0 a 4.9","Intermedio",0,0,"Antofagasta","Región más cercana","Norte","region_1"
2024-03-16,2024,3,-21.4,-69.84,42,3.8,"Menor a 4","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-04-10,2024,4,-21.27,-69.95,50,4.5,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2024-08-11,2024,8,-30.77,-71.52,70,5.1,"5.0 a 5.9","Profundo",1,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-08-26,2024,8,-32.24,-71.5,76,5,"5.0 a 5.9","Profundo",1,0,"Valparaíso","Región más cercana","Centro","region_16"
2024-08-31,2024,8,-29.84,-71.69,32,5.1,"5.0 a 5.9","Intermedio",1,0,"Coquimbo","Región más cercana","Norte","region_7"
2022-08-21,2022,8,-19.16,-69.46,94,4.2,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-09-05,2022,9,-19.57,-69.3,105,3.5,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-09-25,2022,9,-19.48,-69.36,105,3.8,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-09-27,2022,9,-19.48,-70.05,66,4.6,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-10-02,2022,10,-19.68,-69.54,88,3.8,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-10-05,2022,10,-20.32,-69.3,90,4.3,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-10-26,2022,10,-19.49,-69.43,93,3.8,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-12-08,2022,12,-19.29,-69.37,110,4.4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-12-09,2022,12,-19.13,-69.8,81,4,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-01-09,2023,1,-20.04,-69.44,119,3.9,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-02-08,2023,2,-19.23,-69.43,100,3.6,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2021-09-05,2021,9,-20.14,-70.46,34,4.1,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Región más cercana","Norte","region_15"
2022-09-16,2022,9,-19.96,-70.06,47,4.2,"4.0 a 4.9","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-02-19,2023,2,-19.93,-71.12,36,5.3,"5.0 a 5.9","Intermedio",1,0,"Tarapacá","Región más cercana","Norte","region_15"
2023-04-07,2023,4,-20.76,-69.67,62,3.8,"Menor a 4","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2023-04-20,2023,4,-20.77,-69.14,98,4.3,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-01-25,2024,1,-21.84,-68.55,131,5,"5.0 a 5.9","Profundo",1,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2024-02-08,2024,2,-19.83,-69.17,95,3.9,"Menor a 4","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-07-15,2024,7,-21.19,-68.72,114,4.5,"4.0 a 4.9","Profundo",0,0,"Antofagasta","Dentro del polígono regional","Norte","region_1"
2022-09-16,2022,9,-19.25,-70.11,56,3.9,"Menor a 4","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-10-13,2022,10,-19.75,-70.14,49,3.8,"Menor a 4","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2022-07-05,2022,7,-19.97,-70.08,50,3,"Menor a 4","Intermedio",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-04-16,2024,4,-18.62,-70.63,31,4,"4.0 a 4.9","Intermedio",0,0,"Arica y Parinacota","Región más cercana","Norte","region_3"
2023-10-11,2023,10,-19.19,-69.4,102,4.8,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-02-04,2024,2,-19.38,-69.62,104,4.7,"4.0 a 4.9","Profundo",0,0,"Tarapacá","Dentro del polígono regional","Norte","region_15"
2024-02-01,2024,2,-18.27,-70.28,57,3.7,"Menor a 4","Intermedio",0,0,"Arica y Parinacota","Región más cercana","Norte","region_3"
2024-08-18,2024,8,-18.9,-69.62,96,4.6,"4.0 a 4.9","Profundo",0,0,"Arica y Parinacota","Dentro del polígono regional","Norte","region_3"
2022-09-17,2022,9,-18.42,-69.84,117,4.4,"4.0 a 4.9","Profundo",0,0,"Arica y Parinacota","Dentro del polígono regional","Norte","region_3"
2024-06-08,2024,6,-32.42,-70.89,80,4.4,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2022-12-06,2022,12,-32.28,-70.71,96,4.2,"4.0 a 4.9","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2024-06-21,2024,6,-32.47,-71.87,39,3.7,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2024-07-02,2024,7,-31.75,-71.73,32,4.4,"4.0 a 4.9","Intermedio",0,0,"Coquimbo","Región más cercana","Norte","region_7"
2024-08-01,2024,8,-32.02,-71.47,46,3.8,"Menor a 4","Intermedio",0,0,"Coquimbo","Dentro del polígono regional","Norte","region_7"
2024-08-01,2024,8,-32.49,-71,76,3.9,"Menor a 4","Profundo",0,0,"Valparaíso","Dentro del polígono regional","Centro","region_16"
2024-07-27,2024,7,-32.96,-71.93,36,3.6,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2023-09-30,2023,9,-32.19,-71.89,37,4.3,"4.0 a 4.9","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2023-11-02,2023,11,-32.62,-71.61,61,3.8,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
2023-11-05,2023,11,-32.57,-71.69,38,3.4,"Menor a 4","Intermedio",0,0,"Valparaíso","Región más cercana","Centro","region_16"
