AÑO;NUI;Región;Trimestre;Mes;Categoría;Función;Género;Ocupados;CLASE_INDUSTRIA_II
2005;21714;1;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;21714;1;1;enero;CONTRATO;Productivos_directos;mujeres;134;HUMANO
2005;21714;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;21714;1;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;21714;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90158;1;1;enero;CONTRATO;Productivos_directos;mujeres;3;ANIMAL
2005;90158;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;ANIMAL
2005;90157;1;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;90157;1;1;enero;CONTRATO;Productivos_directos;mujeres;4;ANIMAL
2005;90157;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;3;ANIMAL
2005;90157;1;1;enero;CONTRATO;Administrativos;mujeres;5;ANIMAL
2005;90157;1;1;enero;CONTRATO;Flota;mujeres;2;ANIMAL
2005;10028;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;10028;1;1;enero;CONTRATO;Productivos_directos;mujeres;1;HUMANO
2005;10028;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10028;1;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;10028;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;37;HUMANO
2005;10001;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;10001;1;1;enero;CONTRATO;Productivos_directos;mujeres;156;HUMANO
2005;10001;1;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;10001;1;1;enero;SUBCONTRATO;Productivos_directos;mujeres;241;HUMANO
2005;13923;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;13923;1;1;enero;CONTRATO;Productivos_directos;mujeres;204;HUMANO
2005;13923;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;18478;1;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;18478;1;1;enero;CONTRATO;Productivos_directos;mujeres;0;ANIMAL
2005;18478;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;ANIMAL
2005;18478;1;1;enero;CONTRATO;Administrativos;mujeres;3;ANIMAL
2005;18478;1;1;enero;CONTRATO;Flota;mujeres;1;ANIMAL
2005;18478;1;1;enero;SUBCONTRATO;Productivos_directos;mujeres;0;ANIMAL
2005;18478;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;ANIMAL
2005;18478;1;1;enero;SUBCONTRATO;Administrativos;mujeres;0;ANIMAL
2005;18478;1;1;enero;SUBCONTRATO;Flota;mujeres;60;ANIMAL
2005;15231;1;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;15231;1;1;enero;CONTRATO;Productivos_directos;mujeres;1;ANIMAL
2005;15231;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;ANIMAL
2005;15231;1;1;enero;CONTRATO;Administrativos;mujeres;0;ANIMAL
2005;15231;1;1;enero;CONTRATO;Flota;mujeres;0;ANIMAL
2005;15231;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;20;ANIMAL
2005;90155;1;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;90155;1;1;enero;CONTRATO;Productivos_directos;mujeres;1;ANIMAL
2005;90155;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;ANIMAL
2005;90155;1;1;enero;CONTRATO;Administrativos;mujeres;0;ANIMAL
2005;90155;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;15;ANIMAL
2005;10014;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;10014;1;1;enero;CONTRATO;Productivos_directos;mujeres;24;HUMANO
2005;10014;1;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;90029;1;1;enero;CONTRATO;Directivos;mujeres;4;HUMANO
2005;90029;1;1;enero;CONTRATO;Productivos_directos;mujeres;4;HUMANO
2005;90029;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90029;1;1;enero;SUBCONTRATO;Productivos_directos;mujeres;4;HUMANO
2005;90029;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90038;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90038;1;1;enero;CONTRATO;Productivos_directos;mujeres;4;HUMANO
2005;90038;1;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;16112;1;1;enero;CONTRATO;Productivos_directos;mujeres;30;HUMANO
2005;16112;1;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;90060;1;1;enero;CONTRATO;Directivos;mujeres;2;HUMANO
2005;90060;1;1;enero;CONTRATO;Productivos_directos;mujeres;198;HUMANO
2005;90060;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90060;1;1;enero;CONTRATO;Administrativos;mujeres;3;HUMANO
2005;90060;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90026;1;1;enero;SUBCONTRATO;Productivos_directos;mujeres;2;HUMANO
2005;90026;1;1;enero;SUBCONTRATO;Administrativos;mujeres;0;HUMANO
2005;27933;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;27933;1;1;enero;CONTRATO;Productivos_directos;mujeres;7;HUMANO
2005;27933;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;27933;1;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;27933;1;1;enero;SUBCONTRATO;Productivos_directos;mujeres;8;HUMANO
2005;90164;1;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90164;1;1;enero;CONTRATO;Productivos_directos;mujeres;1;HUMANO
2005;90164;1;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90164;1;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;90164;1;1;enero;SUBCONTRATO;Productivos_directos;mujeres;60;HUMANO
2005;90164;1;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;4;HUMANO
2005;90097;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90097;2;1;enero;CONTRATO;Productivos_directos;mujeres;19;HUMANO
2005;90097;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90097;2;1;enero;CONTRATO;Administrativos;mujeres;3;HUMANO
2005;90097;2;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;27935;2;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;27935;2;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;27935;2;1;enero;SUBCONTRATO;Productivos_directos;mujeres;8;HUMANO
2005;15300;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;15300;2;1;enero;CONTRATO;Productivos_directos;mujeres;51;HUMANO
2005;15300;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;15300;2;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;15300;2;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;15300;2;1;enero;SUBCONTRATO;Administrativos;mujeres;0;HUMANO
2005;15300;2;1;enero;SUBCONTRATO;Flota;mujeres;0;HUMANO
2005;90000;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90000;2;1;enero;SUBCONTRATO;Productivos_directos;mujeres;1;HUMANO
2005;15406;2;1;enero;CONTRATO;Productivos_directos;mujeres;6;ANIMAL
2005;15406;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;2;ANIMAL
2005;15406;2;1;enero;CONTRATO;Administrativos;mujeres;1;ANIMAL
2005;15406;2;1;enero;CONTRATO;Flota;mujeres;0;ANIMAL
2005;15406;2;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;2;ANIMAL
2005;90002;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90001;2;1;enero;CONTRATO;Productivos_directos;mujeres;0;DERIVADOS DE ALGAS
2005;90113;2;1;enero;CONTRATO;Directivos;mujeres;1;DERIVADOS DE ALGAS
2005;10122;2;1;enero;CONTRATO;Directivos;mujeres;3;HUMANO
2005;10122;2;1;enero;CONTRATO;Productivos_directos;mujeres;1;HUMANO
2005;10122;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10122;2;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;10122;2;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;90023;2;1;enero;CONTRATO;Directivos;mujeres;0;DERIVADOS DE ALGAS
2005;90023;2;1;enero;CONTRATO;Productivos_directos;mujeres;1;DERIVADOS DE ALGAS
2005;90023;2;1;enero;CONTRATO;Administrativos;mujeres;0;DERIVADOS DE ALGAS
2005;90004;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90004;2;1;enero;CONTRATO;Productivos_directos;mujeres;6;HUMANO
2005;90004;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90004;2;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;27934;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;27934;2;1;enero;CONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;27934;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90061;2;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90061;2;1;enero;CONTRATO;Productivos_directos;mujeres;1;HUMANO
2005;90061;2;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90061;2;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;90064;2;1;enero;CONTRATO;Directivos;mujeres;1;DERIVADOS DE ALGAS
2005;90064;2;1;enero;CONTRATO;Productivos_directos;mujeres;0;DERIVADOS DE ALGAS
2005;90064;2;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;DERIVADOS DE ALGAS
2005;90030;2;1;enero;SUBCONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;90030;2;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90030;2;1;enero;SUBCONTRATO;Administrativos;mujeres;0;HUMANO
2005;10141;3;1;enero;CONTRATO;Directivos;mujeres;2;DERIVADOS DE ALGAS
2005;10141;3;1;enero;CONTRATO;Productivos_directos;mujeres;0;DERIVADOS DE ALGAS
2005;10141;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;DERIVADOS DE ALGAS
2005;10141;3;1;enero;CONTRATO;Administrativos;mujeres;4;DERIVADOS DE ALGAS
2005;14109;3;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;14109;3;1;enero;CONTRATO;Productivos_directos;mujeres;10;HUMANO
2005;14109;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;14109;3;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;14616;3;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;14616;3;1;enero;CONTRATO;Productivos_directos;mujeres;34;HUMANO
2005;14616;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;14616;3;1;enero;CONTRATO;Administrativos;mujeres;4;HUMANO
2005;15710;3;1;enero;CONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;15710;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90018;3;1;enero;SUBCONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;13475;3;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;13475;3;1;enero;CONTRATO;Productivos_directos;mujeres;130;HUMANO
2005;13475;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;4;HUMANO
2005;13475;3;1;enero;CONTRATO;Administrativos;mujeres;4;HUMANO
2005;13475;3;1;enero;CONTRATO;Flota;mujeres;12;HUMANO
2005;13475;3;1;enero;SUBCONTRATO;Productivos_directos;mujeres;10;HUMANO
2005;13475;3;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;14108;3;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;14108;3;1;enero;CONTRATO;Productivos_directos;mujeres;3;HUMANO
2005;14108;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;14108;3;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;14108;3;1;enero;SUBCONTRATO;Productivos_directos;mujeres;53;HUMANO
2005;14108;3;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;2;HUMANO
2005;16090;3;1;enero;CONTRATO;Directivos;mujeres;0;DERIVADOS DE ALGAS
2005;16090;3;1;enero;CONTRATO;Productivos_directos;mujeres;0;DERIVADOS DE ALGAS
2005;16090;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;DERIVADOS DE ALGAS
2005;16090;3;1;enero;CONTRATO;Administrativos;mujeres;4;DERIVADOS DE ALGAS
2005;22600;3;1;enero;CONTRATO;Productivos_directos;mujeres;15;HUMANO
2005;28064;3;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;28064;3;1;enero;CONTRATO;Productivos_directos;mujeres;1;ANIMAL
2005;28064;3;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;ANIMAL
2005;28064;3;1;enero;CONTRATO;Administrativos;mujeres;2;ANIMAL
2005;28064;3;1;enero;CONTRATO;Flota;mujeres;0;ANIMAL
2005;10166;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;10166;4;1;enero;CONTRATO;Productivos_directos;mujeres;56;HUMANO
2005;10166;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10166;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;10166;4;1;enero;CONTRATO;Flota;mujeres;4;HUMANO
2005;10166;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;3;HUMANO
2005;10166;4;1;enero;SUBCONTRATO;Flota;mujeres;3;HUMANO
2005;10177;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;10177;4;1;enero;CONTRATO;Productivos_directos;mujeres;73;HUMANO
2005;10177;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10177;4;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;10177;4;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;10178;4;1;enero;CONTRATO;Directivos;mujeres;3;HUMANO
2005;10178;4;1;enero;CONTRATO;Productivos_directos;mujeres;50;HUMANO
2005;10178;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10178;4;1;enero;CONTRATO;Administrativos;mujeres;5;HUMANO
2005;13703;4;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;13703;4;1;enero;CONTRATO;Productivos_directos;mujeres;0;ANIMAL
2005;13703;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;ANIMAL
2005;13703;4;1;enero;CONTRATO;Administrativos;mujeres;0;ANIMAL
2005;13703;4;1;enero;CONTRATO;Flota;mujeres;0;ANIMAL
2005;13704;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;13704;4;1;enero;CONTRATO;Productivos_directos;mujeres;202;HUMANO
2005;13704;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;14;HUMANO
2005;13704;4;1;enero;CONTRATO;Administrativos;mujeres;5;HUMANO
2005;13704;4;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;13798;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;13798;4;1;enero;CONTRATO;Productivos_directos;mujeres;108;HUMANO
2005;13798;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;2;HUMANO
2005;13798;4;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;13798;4;1;enero;CONTRATO;Flota;mujeres;1;HUMANO
2005;13820;4;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;13820;4;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;13820;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;33;HUMANO
2005;13820;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;3;HUMANO
2005;13820;4;1;enero;SUBCONTRATO;Administrativos;mujeres;5;HUMANO
2005;13822;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;13822;4;1;enero;CONTRATO;Productivos_directos;mujeres;41;HUMANO
2005;13822;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;13822;4;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;13822;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;3;HUMANO
2005;13822;4;1;enero;SUBCONTRATO;Administrativos;mujeres;0;HUMANO
2005;90087;4;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;90087;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;8;HUMANO
2005;90087;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;22601;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;22601;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;22601;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;22601;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;16;HUMANO
2005;22601;4;1;enero;SUBCONTRATO;Administrativos;mujeres;0;HUMANO
2005;22602;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;22602;4;1;enero;CONTRATO;Productivos_directos;mujeres;3;HUMANO
2005;22602;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;3;HUMANO
2005;22602;4;1;enero;CONTRATO;Administrativos;mujeres;3;HUMANO
2005;90062;4;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;90062;4;1;enero;CONTRATO;Productivos_directos;mujeres;17;HUMANO
2005;90062;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90062;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;22604;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;22604;4;1;enero;CONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;22604;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;22604;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;22604;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;25;HUMANO
2005;22604;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90021;4;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;90021;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;11;HUMANO
2005;23076;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;23076;4;1;enero;CONTRATO;Productivos_directos;mujeres;8;HUMANO
2005;23076;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;23079;4;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;23079;4;1;enero;CONTRATO;Productivos_directos;mujeres;2;HUMANO
2005;23079;4;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;10176;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;16;HUMANO
2005;10176;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;10176;4;1;enero;SUBCONTRATO;Administrativos;mujeres;1;HUMANO
2005;23080;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;23080;4;1;enero;CONTRATO;Productivos_directos;mujeres;13;HUMANO
2005;23080;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;23080;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;21775;4;1;enero;CONTRATO;Directivos;mujeres;4;HUMANO
2005;21775;4;1;enero;CONTRATO;Productivos_directos;mujeres;12;HUMANO
2005;21775;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;7;HUMANO
2005;21775;4;1;enero;CONTRATO;Administrativos;mujeres;3;HUMANO
2005;21775;4;1;enero;SUBCONTRATO;Productivos_directos;mujeres;9;HUMANO
2005;21775;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;21775;4;1;enero;SUBCONTRATO;Administrativos;mujeres;1;HUMANO
2005;14196;4;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;14196;4;1;enero;CONTRATO;Productivos_directos;mujeres;27;HUMANO
2005;14196;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90139;4;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;90139;4;1;enero;CONTRATO;Productivos_directos;mujeres;111;HUMANO
2005;90139;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90139;4;1;enero;CONTRATO;Administrativos;mujeres;4;HUMANO
2005;90139;4;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90223;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90223;4;1;enero;CONTRATO;Productivos_directos;mujeres;28;HUMANO
2005;90223;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;90223;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;90128;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90128;4;1;enero;CONTRATO;Productivos_directos;mujeres;196;HUMANO
2005;90128;4;1;enero;CONTRATO;Productivos_indirectos;mujeres;7;HUMANO
2005;90128;4;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;28071;4;1;enero;CONTRATO;Productivos_directos;mujeres;0;MIXTA_AH
2005;28071;4;1;enero;CONTRATO;Administrativos;mujeres;1;MIXTA_AH
2005;90052;4;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90052;4;1;enero;CONTRATO;Productivos_directos;mujeres;21;HUMANO
2005;90052;4;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;90058;5;1;enero;CONTRATO;Directivos;mujeres;0;ANIMAL
2005;90058;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;ANIMAL
2005;90058;5;1;enero;CONTRATO;Administrativos;mujeres;0;ANIMAL
2005;90058;5;1;enero;SUBCONTRATO;Productivos_directos;mujeres;0;ANIMAL
2005;90058;5;1;enero;SUBCONTRATO;Flota;mujeres;0;ANIMAL
2005;10391;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;10391;5;1;enero;CONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;10391;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10391;5;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;10393;5;1;enero;CONTRATO;Directivos;mujeres;3;HUMANO
2005;10393;5;1;enero;CONTRATO;Productivos_directos;mujeres;41;HUMANO
2005;10393;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;10393;5;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;10393;5;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;10452;5;1;enero;CONTRATO;Productivos_directos;mujeres;0;ANIMAL
2005;10452;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;ANIMAL
2005;10452;5;1;enero;CONTRATO;Administrativos;mujeres;1;ANIMAL
2005;10452;5;1;enero;CONTRATO;Flota;mujeres;0;ANIMAL
2005;15548;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;15548;5;1;enero;CONTRATO;Productivos_directos;mujeres;26;HUMANO
2005;15548;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;15548;5;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;16604;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;16604;5;1;enero;CONTRATO;Productivos_directos;mujeres;32;HUMANO
2005;16604;5;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;16604;5;1;enero;SUBCONTRATO;Productivos_directos;mujeres;1;HUMANO
2005;16604;5;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90134;5;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;90134;5;1;enero;CONTRATO;Productivos_directos;mujeres;3;HUMANO
2005;90134;5;1;enero;CONTRATO;Administrativos;mujeres;1;HUMANO
2005;90132;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90132;5;1;enero;CONTRATO;Productivos_directos;mujeres;35;HUMANO
2005;90132;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90132;5;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;90132;5;1;enero;SUBCONTRATO;Flota;mujeres;1;HUMANO
2005;16619;5;1;enero;CONTRATO;Directivos;mujeres;2;HUMANO
2005;16619;5;1;enero;CONTRATO;Productivos_directos;mujeres;2;HUMANO
2005;16619;5;1;enero;CONTRATO;Flota;mujeres;17;HUMANO
2005;90089;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;90011;5;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;90011;5;1;enero;CONTRATO;Administrativos;mujeres;0;HUMANO
2005;90011;5;1;enero;SUBCONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;23145;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;23145;5;1;enero;CONTRATO;Productivos_directos;mujeres;27;HUMANO
2005;23145;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;1;HUMANO
2005;23145;5;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;23145;5;1;enero;SUBCONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;23145;5;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;HUMANO
2005;90074;5;1;enero;CONTRATO;Directivos;mujeres;4;HUMANO
2005;90074;5;1;enero;CONTRATO;Productivos_directos;mujeres;30;HUMANO
2005;90074;5;1;enero;CONTRATO;Productivos_indirectos;mujeres;10;HUMANO
2005;90074;5;1;enero;CONTRATO;Administrativos;mujeres;2;HUMANO
2005;90028;5;1;enero;CONTRATO;Directivos;mujeres;1;HUMANO
2005;90028;5;1;enero;CONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;90028;5;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;28074;5;1;enero;CONTRATO;Directivos;mujeres;0;HUMANO
2005;28074;5;1;enero;CONTRATO;Productivos_directos;mujeres;0;HUMANO
2005;28074;5;1;enero;CONTRATO;Flota;mujeres;0;HUMANO
2005;28074;5;1;enero;SUBCONTRATO;Productivos_directos;mujeres;5;HUMANO
2005;28074;5;1;enero;SUBCONTRATO;Flota;mujeres;0;HUMANO
2005;90044;5;1;enero;CONTRATO;Directivos;mujeres;0;MIXTA_AH
2005;90044;5;1;enero;CONTRATO;Productivos_directos;mujeres;28;MIXTA_AH
2005;90044;5;1;enero;CONTRATO;Administrativos;mujeres;0;MIXTA_AH
2005;90044;5;1;enero;SUBCONTRATO;Productivos_indirectos;mujeres;0;MIXTA_AH
2005;10427;5;1;enero;CONTRATO;Directivos;mujeres;0;DERIVADOS DE ALGAS
2005;10427;5;1;enero;CONTRATO;Productivos_directos;mujeres;2;DERIVADOS DE ALGAS
