"fecha","hora","reg_validos","reg_preliminares","fecha_mes","anio","mes_num","dia","mes","estacion"
"230609","0",16,NA,2023-06-09,"2023","06","09","Jun","Invierno"
"230610","0",25,NA,2023-06-10,"2023","06","10","Jun","Invierno"
"230611","0",45,NA,2023-06-11,"2023","06","11","Jun","Invierno"
"230612","0",130,NA,2023-06-12,"2023","06","12","Jun","Invierno"
"230613","0",138,NA,2023-06-13,"2023","06","13","Jun","Invierno"
"230614","0",124,NA,2023-06-14,"2023","06","14","Jun","Invierno"
"230615","0",141,NA,2023-06-15,"2023","06","15","Jun","Invierno"
"230616","0",131,NA,2023-06-16,"2023","06","16","Jun","Invierno"
"230617","0",143,NA,2023-06-17,"2023","06","17","Jun","Invierno"
"230618","0",91,NA,2023-06-18,"2023","06","18","Jun","Invierno"
"230619","0",91,NA,2023-06-19,"2023","06","19","Jun","Invierno"
"230620","0",94,NA,2023-06-20,"2023","06","20","Jun","Invierno"
"230621","0",69,NA,2023-06-21,"2023","06","21","Jun","Invierno"
"230622","0",27,NA,2023-06-22,"2023","06","22","Jun","Invierno"
"230623","0",28,NA,2023-06-23,"2023","06","23","Jun","Invierno"
"230624","0",38,NA,2023-06-24,"2023","06","24","Jun","Invierno"
"230625","0",43,NA,2023-06-25,"2023","06","25","Jun","Invierno"
"230626","0",34,NA,2023-06-26,"2023","06","26","Jun","Invierno"
"230627","0",96,NA,2023-06-27,"2023","06","27","Jun","Invierno"
"230628","0",186,NA,2023-06-28,"2023","06","28","Jun","Invierno"
"230629","0",179,NA,2023-06-29,"2023","06","29","Jun","Invierno"
"230630","0",161,NA,2023-06-30,"2023","06","30","Jun","Invierno"
"230701","0",111,NA,2023-07-01,"2023","07","01","Jul","Invierno"
"230702","0",68,NA,2023-07-02,"2023","07","02","Jul","Invierno"
"230703","0",119,NA,2023-07-03,"2023","07","03","Jul","Invierno"
"230704","0",90,NA,2023-07-04,"2023","07","04","Jul","Invierno"
"230705","0",75,NA,2023-07-05,"2023","07","05","Jul","Invierno"
"230706","0",98,NA,2023-07-06,"2023","07","06","Jul","Invierno"
"230707","0",130,NA,2023-07-07,"2023","07","07","Jul","Invierno"
"230708","0",98,NA,2023-07-08,"2023","07","08","Jul","Invierno"
"230709","0",75,NA,2023-07-09,"2023","07","09","Jul","Invierno"
"230710","0",80,NA,2023-07-10,"2023","07","10","Jul","Invierno"
"230711","0",66,NA,2023-07-11,"2023","07","11","Jul","Invierno"
"230712","0",32,NA,2023-07-12,"2023","07","12","Jul","Invierno"
"230713","0",118,NA,2023-07-13,"2023","07","13","Jul","Invierno"
"230714","0",151,NA,2023-07-14,"2023","07","14","Jul","Invierno"
"230715","0",93,NA,2023-07-15,"2023","07","15","Jul","Invierno"
"230716","0",114,NA,2023-07-16,"2023","07","16","Jul","Invierno"
"230717","0",198,NA,2023-07-17,"2023","07","17","Jul","Invierno"
"230718","0",212,NA,2023-07-18,"2023","07","18","Jul","Invierno"
"230719","0",174,NA,2023-07-19,"2023","07","19","Jul","Invierno"
"230720","0",139,NA,2023-07-20,"2023","07","20","Jul","Invierno"
"230721","0",60,NA,2023-07-21,"2023","07","21","Jul","Invierno"
"230722","0",26,NA,2023-07-22,"2023","07","22","Jul","Invierno"
"230723","0",73,NA,2023-07-23,"2023","07","23","Jul","Invierno"
"230724","0",128,NA,2023-07-24,"2023","07","24","Jul","Invierno"
"230725","0",100,NA,2023-07-25,"2023","07","25","Jul","Invierno"
"230726","0",81,NA,2023-07-26,"2023","07","26","Jul","Invierno"
"230727","0",125,NA,2023-07-27,"2023","07","27","Jul","Invierno"
"230728","0",158,NA,2023-07-28,"2023","07","28","Jul","Invierno"
"230729","0",121,NA,2023-07-29,"2023","07","29","Jul","Invierno"
"230730","0",110,NA,2023-07-30,"2023","07","30","Jul","Invierno"
"230731","0",115,NA,2023-07-31,"2023","07","31","Jul","Invierno"
"230801","0",115,NA,2023-08-01,"2023","08","01","Ago","Invierno"
"230802","0",113,NA,2023-08-02,"2023","08","02","Ago","Invierno"
"230803","0",123,NA,2023-08-03,"2023","08","03","Ago","Invierno"
"230804","0",110,NA,2023-08-04,"2023","08","04","Ago","Invierno"
"230805","0",36,NA,2023-08-05,"2023","08","05","Ago","Invierno"
"230806","0",49,NA,2023-08-06,"2023","08","06","Ago","Invierno"
"230807","0",85,NA,2023-08-07,"2023","08","07","Ago","Invierno"
"230808","0",111,NA,2023-08-08,"2023","08","08","Ago","Invierno"
"230809","0",112,NA,2023-08-09,"2023","08","09","Ago","Invierno"
"230810","0",21,NA,2023-08-10,"2023","08","10","Ago","Invierno"
"230811","0",53,NA,2023-08-11,"2023","08","11","Ago","Invierno"
"230812","0",87,NA,2023-08-12,"2023","08","12","Ago","Invierno"
"230813","0",89,NA,2023-08-13,"2023","08","13","Ago","Invierno"
"230814","0",73,NA,2023-08-14,"2023","08","14","Ago","Invierno"
"230815","0",32,NA,2023-08-15,"2023","08","15","Ago","Invierno"
"230816","0",40,NA,2023-08-16,"2023","08","16","Ago","Invierno"
"230817","0",34,NA,2023-08-17,"2023","08","17","Ago","Invierno"
"230818","0",56,NA,2023-08-18,"2023","08","18","Ago","Invierno"
"230819","0",30,NA,2023-08-19,"2023","08","19","Ago","Invierno"
"230820","0",21,NA,2023-08-20,"2023","08","20","Ago","Invierno"
"230821","0",47,NA,2023-08-21,"2023","08","21","Ago","Invierno"
"230822","0",14,NA,2023-08-22,"2023","08","22","Ago","Invierno"
"230823","0",11,NA,2023-08-23,"2023","08","23","Ago","Invierno"
"230824","0",41,NA,2023-08-24,"2023","08","24","Ago","Invierno"
"230825","0",54,NA,2023-08-25,"2023","08","25","Ago","Invierno"
"230826","0",78,NA,2023-08-26,"2023","08","26","Ago","Invierno"
"230827","0",77,NA,2023-08-27,"2023","08","27","Ago","Invierno"
"230828","0",83,NA,2023-08-28,"2023","08","28","Ago","Invierno"
"230829","0",62,NA,2023-08-29,"2023","08","29","Ago","Invierno"
"230830","0",44,NA,2023-08-30,"2023","08","30","Ago","Invierno"
"230831","0",73,NA,2023-08-31,"2023","08","31","Ago","Invierno"
"230901","0",77,NA,2023-09-01,"2023","09","01","Sep","Primavera"
"230902","0",47,NA,2023-09-02,"2023","09","02","Sep","Primavera"
"230903","0",28,NA,2023-09-03,"2023","09","03","Sep","Primavera"
"230904","0",36,NA,2023-09-04,"2023","09","04","Sep","Primavera"
"230905","0",102,NA,2023-09-05,"2023","09","05","Sep","Primavera"
"230906","0",23,NA,2023-09-06,"2023","09","06","Sep","Primavera"
"230907","0",27,NA,2023-09-07,"2023","09","07","Sep","Primavera"
"230908","0",45,NA,2023-09-08,"2023","09","08","Sep","Primavera"
"230909","0",65,NA,2023-09-09,"2023","09","09","Sep","Primavera"
"230910","0",72,NA,2023-09-10,"2023","09","10","Sep","Primavera"
"230911","0",13,NA,2023-09-11,"2023","09","11","Sep","Primavera"
"230912","0",30,NA,2023-09-12,"2023","09","12","Sep","Primavera"
"230913","0",59,NA,2023-09-13,"2023","09","13","Sep","Primavera"
"230914","0",88,NA,2023-09-14,"2023","09","14","Sep","Primavera"
"230915","0",74,NA,2023-09-15,"2023","09","15","Sep","Primavera"
"230916","0",24,NA,2023-09-16,"2023","09","16","Sep","Primavera"
"230917","0",25,NA,2023-09-17,"2023","09","17","Sep","Primavera"
"230918","0",45,NA,2023-09-18,"2023","09","18","Sep","Primavera"
"230919","0",63,NA,2023-09-19,"2023","09","19","Sep","Primavera"
"230920","0",51,NA,2023-09-20,"2023","09","20","Sep","Primavera"
"230921","0",50,NA,2023-09-21,"2023","09","21","Sep","Primavera"
"230922","0",54,NA,2023-09-22,"2023","09","22","Sep","Primavera"
"230923","0",59,NA,2023-09-23,"2023","09","23","Sep","Primavera"
"230924","0",38,NA,2023-09-24,"2023","09","24","Sep","Primavera"
"230925","0",47,NA,2023-09-25,"2023","09","25","Sep","Primavera"
"230926","0",28,NA,2023-09-26,"2023","09","26","Sep","Primavera"
"230927","0",56,NA,2023-09-27,"2023","09","27","Sep","Primavera"
"230928","0",57,NA,2023-09-28,"2023","09","28","Sep","Primavera"
"230929","0",77,NA,2023-09-29,"2023","09","29","Sep","Primavera"
"230930","0",75,NA,2023-09-30,"2023","09","30","Sep","Primavera"
"231001","0",20,NA,2023-10-01,"2023","10","01","Oct","Primavera"
"231002","0",26,NA,2023-10-02,"2023","10","02","Oct","Primavera"
"231003","0",24,NA,2023-10-03,"2023","10","03","Oct","Primavera"
"231004","0",46,NA,2023-10-04,"2023","10","04","Oct","Primavera"
"231005","0",46,NA,2023-10-05,"2023","10","05","Oct","Primavera"
"231006","0",43,NA,2023-10-06,"2023","10","06","Oct","Primavera"
"231007","0",61,NA,2023-10-07,"2023","10","07","Oct","Primavera"
"231008","0",48,NA,2023-10-08,"2023","10","08","Oct","Primavera"
"231009","0",55,NA,2023-10-09,"2023","10","09","Oct","Primavera"
"231010","0",51,NA,2023-10-10,"2023","10","10","Oct","Primavera"
"231011","0",49,NA,2023-10-11,"2023","10","11","Oct","Primavera"
"231012","0",62,NA,2023-10-12,"2023","10","12","Oct","Primavera"
"231013","0",73,NA,2023-10-13,"2023","10","13","Oct","Primavera"
"231014","0",56,NA,2023-10-14,"2023","10","14","Oct","Primavera"
"231015","0",53,NA,2023-10-15,"2023","10","15","Oct","Primavera"
"231016","0",44,NA,2023-10-16,"2023","10","16","Oct","Primavera"
"231017","0",74,NA,2023-10-17,"2023","10","17","Oct","Primavera"
"231018","0",41,NA,2023-10-18,"2023","10","18","Oct","Primavera"
"231019","0",72,NA,2023-10-19,"2023","10","19","Oct","Primavera"
"231020","0",78,NA,2023-10-20,"2023","10","20","Oct","Primavera"
"231021","0",49,NA,2023-10-21,"2023","10","21","Oct","Primavera"
"231022","0",44,NA,2023-10-22,"2023","10","22","Oct","Primavera"
"231023","0",32,NA,2023-10-23,"2023","10","23","Oct","Primavera"
"231024","0",49,NA,2023-10-24,"2023","10","24","Oct","Primavera"
"231025","0",62,NA,2023-10-25,"2023","10","25","Oct","Primavera"
"231026","0",52,NA,2023-10-26,"2023","10","26","Oct","Primavera"
"231027","0",26,NA,2023-10-27,"2023","10","27","Oct","Primavera"
"231028","0",39,NA,2023-10-28,"2023","10","28","Oct","Primavera"
"231029","0",10,NA,2023-10-29,"2023","10","29","Oct","Primavera"
"231030","0",24,NA,2023-10-30,"2023","10","30","Oct","Primavera"
"231031","0",36,NA,2023-10-31,"2023","10","31","Oct","Primavera"
"231101","0",24,NA,2023-11-01,"2023","11","01","Nov","Primavera"
"231102","0",31,NA,2023-11-02,"2023","11","02","Nov","Primavera"
"231103","0",52,NA,2023-11-03,"2023","11","03","Nov","Primavera"
"231104","0",56,NA,2023-11-04,"2023","11","04","Nov","Primavera"
"231105","0",33,NA,2023-11-05,"2023","11","05","Nov","Primavera"
"231106","0",39,NA,2023-11-06,"2023","11","06","Nov","Primavera"
"231107","0",34,NA,2023-11-07,"2023","11","07","Nov","Primavera"
"231108","0",44,NA,2023-11-08,"2023","11","08","Nov","Primavera"
"231109","0",54,NA,2023-11-09,"2023","11","09","Nov","Primavera"
"231110","0",19,NA,2023-11-10,"2023","11","10","Nov","Primavera"
"231111","0",24,NA,2023-11-11,"2023","11","11","Nov","Primavera"
"231112","0",18,NA,2023-11-12,"2023","11","12","Nov","Primavera"
"231113","0",31,NA,2023-11-13,"2023","11","13","Nov","Primavera"
"231114","0",40,NA,2023-11-14,"2023","11","14","Nov","Primavera"
"231115","0",39,NA,2023-11-15,"2023","11","15","Nov","Primavera"
"231116","0",44,NA,2023-11-16,"2023","11","16","Nov","Primavera"
"231117","0",39,NA,2023-11-17,"2023","11","17","Nov","Primavera"
"231118","0",55,NA,2023-11-18,"2023","11","18","Nov","Primavera"
"231119","0",40,NA,2023-11-19,"2023","11","19","Nov","Primavera"
"231120","0",37,NA,2023-11-20,"2023","11","20","Nov","Primavera"
"231121","0",38,NA,2023-11-21,"2023","11","21","Nov","Primavera"
"231122","0",47,NA,2023-11-22,"2023","11","22","Nov","Primavera"
"231123","0",50,NA,2023-11-23,"2023","11","23","Nov","Primavera"
"231124","0",59,NA,2023-11-24,"2023","11","24","Nov","Primavera"
"231125","0",46,NA,2023-11-25,"2023","11","25","Nov","Primavera"
"231126","0",38,NA,2023-11-26,"2023","11","26","Nov","Primavera"
"231127","0",33,NA,2023-11-27,"2023","11","27","Nov","Primavera"
"231128","0",33,NA,2023-11-28,"2023","11","28","Nov","Primavera"
"231129","0",44,NA,2023-11-29,"2023","11","29","Nov","Primavera"
"231130","0",62,NA,2023-11-30,"2023","11","30","Nov","Primavera"
"231201","0",34,NA,2023-12-01,"2023","12","01","Dic","Verano"
"231202","0",32,NA,2023-12-02,"2023","12","02","Dic","Verano"
"231205","0",42,NA,2023-12-05,"2023","12","05","Dic","Verano"
"231206","0",50,NA,2023-12-06,"2023","12","06","Dic","Verano"
"231207","0",88,NA,2023-12-07,"2023","12","07","Dic","Verano"
"231208","0",68,NA,2023-12-08,"2023","12","08","Dic","Verano"
"231209","0",45,NA,2023-12-09,"2023","12","09","Dic","Verano"
"231210","0",82,NA,2023-12-10,"2023","12","10","Dic","Verano"
"231211","0",52,NA,2023-12-11,"2023","12","11","Dic","Verano"
"231212","0",50,NA,2023-12-12,"2023","12","12","Dic","Verano"
"231213","0",53,NA,2023-12-13,"2023","12","13","Dic","Verano"
"231215","0",60,NA,2023-12-15,"2023","12","15","Dic","Verano"
"231216","0",24,NA,2023-12-16,"2023","12","16","Dic","Verano"
"231217","0",19,NA,2023-12-17,"2023","12","17","Dic","Verano"
"231218","0",38,NA,2023-12-18,"2023","12","18","Dic","Verano"
"231219","0",84,NA,2023-12-19,"2023","12","19","Dic","Verano"
"231220","0",71,NA,2023-12-20,"2023","12","20","Dic","Verano"
"231221","0",71,NA,2023-12-21,"2023","12","21","Dic","Verano"
"231222","0",56,NA,2023-12-22,"2023","12","22","Dic","Verano"
"231223","0",49,NA,2023-12-23,"2023","12","23","Dic","Verano"
"231224","0",35,NA,2023-12-24,"2023","12","24","Dic","Verano"
"231225","0",43,NA,2023-12-25,"2023","12","25","Dic","Verano"
"231226","0",58,NA,2023-12-26,"2023","12","26","Dic","Verano"
"231227","0",43,NA,2023-12-27,"2023","12","27","Dic","Verano"
"231228","0",36,NA,2023-12-28,"2023","12","28","Dic","Verano"
"231229","0",43,NA,2023-12-29,"2023","12","29","Dic","Verano"
"231230","0",22,NA,2023-12-30,"2023","12","30","Dic","Verano"
"231231","0",22,NA,2023-12-31,"2023","12","31","Dic","Verano"
"240101","0",25,NA,2024-01-01,"2024","01","01","Ene","Verano"
"240102","0",40,NA,2024-01-02,"2024","01","02","Ene","Verano"
"240103","0",59,NA,2024-01-03,"2024","01","03","Ene","Verano"
"240104","0",61,NA,2024-01-04,"2024","01","04","Ene","Verano"
"240105","0",42,NA,2024-01-05,"2024","01","05","Ene","Verano"
"240106","0",31,NA,2024-01-06,"2024","01","06","Ene","Verano"
"240107","0",23,NA,2024-01-07,"2024","01","07","Ene","Verano"
"240108","0",43,NA,2024-01-08,"2024","01","08","Ene","Verano"
"240109","0",55,NA,2024-01-09,"2024","01","09","Ene","Verano"
"240110","0",61,NA,2024-01-10,"2024","01","10","Ene","Verano"
"240111","0",66,NA,2024-01-11,"2024","01","11","Ene","Verano"
"240112","0",67,NA,2024-01-12,"2024","01","12","Ene","Verano"
"240113","0",42,NA,2024-01-13,"2024","01","13","Ene","Verano"
"240114","0",36,NA,2024-01-14,"2024","01","14","Ene","Verano"
"240115","0",61,NA,2024-01-15,"2024","01","15","Ene","Verano"
"240116","0",51,NA,2024-01-16,"2024","01","16","Ene","Verano"
"240117","0",79,NA,2024-01-17,"2024","01","17","Ene","Verano"
"240118","0",59,NA,2024-01-18,"2024","01","18","Ene","Verano"
"240119","0",68,NA,2024-01-19,"2024","01","19","Ene","Verano"
"240120","0",62,NA,2024-01-20,"2024","01","20","Ene","Verano"
"240121","0",56,NA,2024-01-21,"2024","01","21","Ene","Verano"
"240122","0",67,NA,2024-01-22,"2024","01","22","Ene","Verano"
"240123","0",61,NA,2024-01-23,"2024","01","23","Ene","Verano"
"240124","0",70,NA,2024-01-24,"2024","01","24","Ene","Verano"
"240125","0",74,NA,2024-01-25,"2024","01","25","Ene","Verano"
"240126","0",46,NA,2024-01-26,"2024","01","26","Ene","Verano"
"240127","0",43,NA,2024-01-27,"2024","01","27","Ene","Verano"
"240128","0",40,NA,2024-01-28,"2024","01","28","Ene","Verano"
"240129","0",55,NA,2024-01-29,"2024","01","29","Ene","Verano"
"240130","0",70,NA,2024-01-30,"2024","01","30","Ene","Verano"
"240131","0",78,NA,2024-01-31,"2024","01","31","Ene","Verano"
"240201","0",80,NA,2024-02-01,"2024","02","01","Feb","Verano"
"240202","0",70,NA,2024-02-02,"2024","02","02","Feb","Verano"
"240203","0",56,NA,2024-02-03,"2024","02","03","Feb","Verano"
"240204","0",69,NA,2024-02-04,"2024","02","04","Feb","Verano"
"240205","0",53,NA,2024-02-05,"2024","02","05","Feb","Verano"
"240206","0",64,NA,2024-02-06,"2024","02","06","Feb","Verano"
"240207","0",50,NA,2024-02-07,"2024","02","07","Feb","Verano"
"240208","0",49,NA,2024-02-08,"2024","02","08","Feb","Verano"
"240209","0",45,NA,2024-02-09,"2024","02","09","Feb","Verano"
"240210","0",46,NA,2024-02-10,"2024","02","10","Feb","Verano"
"240211","0",36,NA,2024-02-11,"2024","02","11","Feb","Verano"
"240212","0",49,NA,2024-02-12,"2024","02","12","Feb","Verano"
"240213","0",65,NA,2024-02-13,"2024","02","13","Feb","Verano"
"240214","0",53,NA,2024-02-14,"2024","02","14","Feb","Verano"
"240215","0",53,NA,2024-02-15,"2024","02","15","Feb","Verano"
"240216","0",58,NA,2024-02-16,"2024","02","16","Feb","Verano"
"240217","0",46,NA,2024-02-17,"2024","02","17","Feb","Verano"
"240218","0",51,NA,2024-02-18,"2024","02","18","Feb","Verano"
"240219","0",52,NA,2024-02-19,"2024","02","19","Feb","Verano"
"240220","0",41,NA,2024-02-20,"2024","02","20","Feb","Verano"
"240221","0",38,NA,2024-02-21,"2024","02","21","Feb","Verano"
"240222","0",19,NA,2024-02-22,"2024","02","22","Feb","Verano"
"240223","0",33,NA,2024-02-23,"2024","02","23","Feb","Verano"
"240224","0",32,NA,2024-02-24,"2024","02","24","Feb","Verano"
"240225","0",35,NA,2024-02-25,"2024","02","25","Feb","Verano"
"240226","0",50,NA,2024-02-26,"2024","02","26","Feb","Verano"
"240227","0",49,NA,2024-02-27,"2024","02","27","Feb","Verano"
"240228","0",50,NA,2024-02-28,"2024","02","28","Feb","Verano"
"240229","0",53,NA,2024-02-29,"2024","02","29","Feb","Verano"
"240301","0",70,NA,2024-03-01,"2024","03","01","Mar","Otoño"
"240302","0",55,NA,2024-03-02,"2024","03","02","Mar","Otoño"
"240303","0",51,NA,2024-03-03,"2024","03","03","Mar","Otoño"
"240304","0",59,NA,2024-03-04,"2024","03","04","Mar","Otoño"
"240305","0",62,NA,2024-03-05,"2024","03","05","Mar","Otoño"
"240306","0",66,NA,2024-03-06,"2024","03","06","Mar","Otoño"
"240307","0",51,NA,2024-03-07,"2024","03","07","Mar","Otoño"
"240308","0",45,NA,2024-03-08,"2024","03","08","Mar","Otoño"
"240309","0",45,NA,2024-03-09,"2024","03","09","Mar","Otoño"
"240310","0",45,NA,2024-03-10,"2024","03","10","Mar","Otoño"
"240311","0",52,NA,2024-03-11,"2024","03","11","Mar","Otoño"
"240312","0",46,NA,2024-03-12,"2024","03","12","Mar","Otoño"
"240313","0",48,NA,2024-03-13,"2024","03","13","Mar","Otoño"
"240314","0",67,NA,2024-03-14,"2024","03","14","Mar","Otoño"
"240315","0",75,NA,2024-03-15,"2024","03","15","Mar","Otoño"
"240316","0",65,NA,2024-03-16,"2024","03","16","Mar","Otoño"
"240317","0",59,NA,2024-03-17,"2024","03","17","Mar","Otoño"
"240318","0",86,NA,2024-03-18,"2024","03","18","Mar","Otoño"
"240319","0",82,NA,2024-03-19,"2024","03","19","Mar","Otoño"
"240320","0",46,NA,2024-03-20,"2024","03","20","Mar","Otoño"
"240321","0",72,NA,2024-03-21,"2024","03","21","Mar","Otoño"
"240322","0",63,NA,2024-03-22,"2024","03","22","Mar","Otoño"
"240323","0",54,NA,2024-03-23,"2024","03","23","Mar","Otoño"
"240324","0",39,NA,2024-03-24,"2024","03","24","Mar","Otoño"
"240325","0",48,NA,2024-03-25,"2024","03","25","Mar","Otoño"
"240326","0",64,NA,2024-03-26,"2024","03","26","Mar","Otoño"
"240327","0",63,NA,2024-03-27,"2024","03","27","Mar","Otoño"
"240328","0",62,NA,2024-03-28,"2024","03","28","Mar","Otoño"
"240329","0",63,NA,2024-03-29,"2024","03","29","Mar","Otoño"
"240330","0",56,NA,2024-03-30,"2024","03","30","Mar","Otoño"
"240331","0",48,NA,2024-03-31,"2024","03","31","Mar","Otoño"
"240401","0",50,NA,2024-04-01,"2024","04","01","Abr","Otoño"
"240402","0",79,NA,2024-04-02,"2024","04","02","Abr","Otoño"
"240403","0",81,NA,2024-04-03,"2024","04","03","Abr","Otoño"
"240404","0",63,NA,2024-04-04,"2024","04","04","Abr","Otoño"
"240412","0",42,NA,2024-04-12,"2024","04","12","Abr","Otoño"
"240413","0",56,NA,2024-04-13,"2024","04","13","Abr","Otoño"
"240414","0",45,NA,2024-04-14,"2024","04","14","Abr","Otoño"
"240415","0",42,NA,2024-04-15,"2024","04","15","Abr","Otoño"
"240416","0",81,NA,2024-04-16,"2024","04","16","Abr","Otoño"
"240417","0",105,NA,2024-04-17,"2024","04","17","Abr","Otoño"
"240418","0",91,NA,2024-04-18,"2024","04","18","Abr","Otoño"
"240419","0",94,NA,2024-04-19,"2024","04","19","Abr","Otoño"
"240420","0",88,NA,2024-04-20,"2024","04","20","Abr","Otoño"
"240421","0",57,NA,2024-04-21,"2024","04","21","Abr","Otoño"
"240422","0",51,NA,2024-04-22,"2024","04","22","Abr","Otoño"
"240423","0",68,NA,2024-04-23,"2024","04","23","Abr","Otoño"
"240424","0",72,NA,2024-04-24,"2024","04","24","Abr","Otoño"
"240425","0",70,NA,2024-04-25,"2024","04","25","Abr","Otoño"
"240426","0",56,NA,2024-04-26,"2024","04","26","Abr","Otoño"
"240427","0",45,NA,2024-04-27,"2024","04","27","Abr","Otoño"
"240428","0",61,NA,2024-04-28,"2024","04","28","Abr","Otoño"
"240429","0",44,NA,2024-04-29,"2024","04","29","Abr","Otoño"
"240430","0",29,NA,2024-04-30,"2024","04","30","Abr","Otoño"
"240501","0",27,NA,2024-05-01,"2024","05","01","May","Otoño"
"240502","0",56,NA,2024-05-02,"2024","05","02","May","Otoño"
"240503","0",55,NA,2024-05-03,"2024","05","03","May","Otoño"
"240504","0",60,NA,2024-05-04,"2024","05","04","May","Otoño"
"240505","0",77,NA,2024-05-05,"2024","05","05","May","Otoño"
"240506","0",64,NA,2024-05-06,"2024","05","06","May","Otoño"
"240507","0",38,NA,2024-05-07,"2024","05","07","May","Otoño"
"240508","0",59,NA,2024-05-08,"2024","05","08","May","Otoño"
"240509","0",97,NA,2024-05-09,"2024","05","09","May","Otoño"
"240510","0",93,NA,2024-05-10,"2024","05","10","May","Otoño"
"240511","0",94,NA,2024-05-11,"2024","05","11","May","Otoño"
"240512","0",54,NA,2024-05-12,"2024","05","12","May","Otoño"
"240513","0",80,NA,2024-05-13,"2024","05","13","May","Otoño"
"240514","0",105,NA,2024-05-14,"2024","05","14","May","Otoño"
"240515","0",86,NA,2024-05-15,"2024","05","15","May","Otoño"
"240516","0",80,NA,2024-05-16,"2024","05","16","May","Otoño"
"240517","0",86,NA,2024-05-17,"2024","05","17","May","Otoño"
"240518","0",94,NA,2024-05-18,"2024","05","18","May","Otoño"
"240519","0",109,NA,2024-05-19,"2024","05","19","May","Otoño"
"240520","0",75,NA,2024-05-20,"2024","05","20","May","Otoño"
"240521","0",28,NA,2024-05-21,"2024","05","21","May","Otoño"
"240522","0",29,NA,2024-05-22,"2024","05","22","May","Otoño"
"240523","0",45,NA,2024-05-23,"2024","05","23","May","Otoño"
"240524","0",112,NA,2024-05-24,"2024","05","24","May","Otoño"
"240525","0",90,NA,2024-05-25,"2024","05","25","May","Otoño"
"240526","0",53,NA,2024-05-26,"2024","05","26","May","Otoño"
"240527","0",107,NA,2024-05-27,"2024","05","27","May","Otoño"
"240528","0",111,NA,2024-05-28,"2024","05","28","May","Otoño"
"240529","0",156,NA,2024-05-29,"2024","05","29","May","Otoño"
"240530","0",162,NA,2024-05-30,"2024","05","30","May","Otoño"
"240531","0",141,NA,2024-05-31,"2024","05","31","May","Otoño"
"240601","0",133,NA,2024-06-01,"2024","06","01","Jun","Invierno"
"240602","0",138,NA,2024-06-02,"2024","06","02","Jun","Invierno"
"240603","0",116,NA,2024-06-03,"2024","06","03","Jun","Invierno"
"240604","0",163,NA,2024-06-04,"2024","06","04","Jun","Invierno"
"240605","0",160,NA,2024-06-05,"2024","06","05","Jun","Invierno"
"240606","0",170,NA,2024-06-06,"2024","06","06","Jun","Invierno"
"240607","0",195,NA,2024-06-07,"2024","06","07","Jun","Invierno"
"240608","0",85,NA,2024-06-08,"2024","06","08","Jun","Invierno"
"240609","0",23,NA,2024-06-09,"2024","06","09","Jun","Invierno"
"240610","0",69,NA,2024-06-10,"2024","06","10","Jun","Invierno"
"240611","0",155,NA,2024-06-11,"2024","06","11","Jun","Invierno"
"240612","0",115,NA,2024-06-12,"2024","06","12","Jun","Invierno"
"240613","0",17,NA,2024-06-13,"2024","06","13","Jun","Invierno"
"240614","0",42,NA,2024-06-14,"2024","06","14","Jun","Invierno"
"240617","0",107,NA,2024-06-17,"2024","06","17","Jun","Invierno"
"240618","0",18,NA,2024-06-18,"2024","06","18","Jun","Invierno"
"240619","0",51,NA,2024-06-19,"2024","06","19","Jun","Invierno"
"240620","0",89,NA,2024-06-20,"2024","06","20","Jun","Invierno"
"240621","0",24,NA,2024-06-21,"2024","06","21","Jun","Invierno"
"240622","0",11,NA,2024-06-22,"2024","06","22","Jun","Invierno"
"240623","0",19,NA,2024-06-23,"2024","06","23","Jun","Invierno"
"240624","0",38,NA,2024-06-24,"2024","06","24","Jun","Invierno"
"240625","0",61,NA,2024-06-25,"2024","06","25","Jun","Invierno"
"240626","0",143,NA,2024-06-26,"2024","06","26","Jun","Invierno"
"240627","0",107,NA,2024-06-27,"2024","06","27","Jun","Invierno"
"240628","0",97,NA,2024-06-28,"2024","06","28","Jun","Invierno"
"240629","0",164,NA,2024-06-29,"2024","06","29","Jun","Invierno"
"240630","0",133,NA,2024-06-30,"2024","06","30","Jun","Invierno"
"240701","0",118,NA,2024-07-01,"2024","07","01","Jul","Invierno"
"240702","0",107,NA,2024-07-02,"2024","07","02","Jul","Invierno"
"240703","0",98,NA,2024-07-03,"2024","07","03","Jul","Invierno"
"240704","0",78,NA,2024-07-04,"2024","07","04","Jul","Invierno"
"240705","0",127,NA,2024-07-05,"2024","07","05","Jul","Invierno"
"240706","0",114,NA,2024-07-06,"2024","07","06","Jul","Invierno"
"240707","0",103,NA,2024-07-07,"2024","07","07","Jul","Invierno"
"240708","0",143,NA,2024-07-08,"2024","07","08","Jul","Invierno"
"240709","0",114,NA,2024-07-09,"2024","07","09","Jul","Invierno"
"240710","0",75,NA,2024-07-10,"2024","07","10","Jul","Invierno"
"240711","0",136,NA,2024-07-11,"2024","07","11","Jul","Invierno"
"240712","0",134,NA,2024-07-12,"2024","07","12","Jul","Invierno"
"240713","0",194,NA,2024-07-13,"2024","07","13","Jul","Invierno"
"240714","0",155,NA,2024-07-14,"2024","07","14","Jul","Invierno"
"240715","0",165,NA,2024-07-15,"2024","07","15","Jul","Invierno"
